comment_id,pergunta_original,topic_id,topic_name
UgzjL0p83r7Z-ELB9et4AaABAg,"Pode ser que sejam gêmeos, um menino e uma menina?",11,Gestação de gêmeos e trigêmeos
UgzpphvMD65d5Sr6ptN4AaABAg.AKCtoktMrdbALAWSug4_-D,Como você se livrou do melasma que apareceu depois da gravidez?,59,Cuidados com produtos na gravidez
UgwM0SBW6hOjsPl9xYx4AaABAg,É normal o cocô de um bebê de 9 meses ficar verde-escuro?,86,Alterações nas fezes e evacuação
UgwQpZPT6_z59ABlhSp4AaABAg.AJ-MQSsclrmALCI7aEVa8E,Você fez a cesárea?,14,Indicações e escolha entre cesárea e parto normal
UgwtW7lazZz-9p0Zhyl4AaABAg,"É muito cedo para um bebê de 4 meses comer, tomar suco e sentar?",66,Introdução alimentar do bebê
UgxABcGC3_ZEUsARTO94AaABAg.AMbvga77LOJAMz9oggboIe,Como solicitar o salário-maternidade estando grávida?,1,Auxílio maternidade do INSS
UgzjLAKWYmIcl0FS6S14AaABAg,"Esqueci de tomar a pílula anticoncepcional no sábado, tive relação no domingo e depois tomei dois comprimidos; há risco de gravidez?",2,Risco de gravidez com anticoncepcional
Ugzjiwy-8K3cPXLuqux4AaABAg,O que a mãe dessa bebê comia durante a gravidez?,85,Alimentação e dieta na gestação
UgxLktdEijLAfsMngCd4AaABAg,Por quanto tempo o sangramento pode durar após um parto normal?,45,Sangramento e dor no pós-parto
UgxMBQXH6O8eHlpy98J4AaABAg.ALlNHlsa5Z-AMZh9adnKw0,"O pedido do salário-maternidade é para ser feito agora, e não antes?",1,Auxílio maternidade do INSS
Ugx8aYfZBpZ6F-lqUNd4AaABAg,Gestantes podem fazer extensão de cílios?,59,Cuidados com produtos na gravidez
UgxqRBfAsx5jF2zufwx4AaABAg,Esse embrião é do sexo feminino ou masculino?,16,Embrião e feto como vida humana
UgxJdb7NjMuu7Qer_IV4AaABAg.AE5oDbpWTuNALzqAhNAFk5,Como o estradiol deve ser tomado?,3,Uso de progesterona na reposição
UgxJdb7NjMuu7Qer_IV4AaABAg.AE5oDbpWTuNALzqAhNAFk5,Qual é a dose de estradiol usada?,3,Uso de progesterona na reposição
UgwEOQ4T-xTECViLOyd4AaABAg.AEcWod9NBtVAF3tfB1-cRO,É possível fazer parto natural de gêmeos?,11,Gestação de gêmeos e trigêmeos
UgwFZFM6xqbG2bHL_nh4AaABAg,Em quanto tempo o seu seroma fechou?,9,Cicatrização e secreção após cesárea
UgwFZFM6xqbG2bHL_nh4AaABAg,O que você usou para tratar o seroma?,9,Cicatrização e secreção após cesárea
Ugylx9zFxu-EB3Hr7MZ4AaABAg,"Se a ferida de herpes aparecer com 38 semanas de gestação, isso impede o parto normal?",4,dilatação e sinais de trabalho de parto
Ugylx9zFxu-EB3Hr7MZ4AaABAg,"Se, no dia do parto na semana seguinte, não houver feridas aparentes de herpes, o parto normal pode ser realizado?",32,Escolha do tipo de parto no SUS
UgynpWBNKvSAPZR4VB94AaABAg.AIs4n7VwyJaAIs4pyfGABf,O que significa sonhar que está dando à luz um bebê de parto normal?,80,Significado de sonhos de gravidez
UgwWX44WgeWYbQut4Sx4AaABAg.AM6Odze-B32AM7_y2Jqvb6,Como posso pedir para esperar um pouco antes de cortar o cordão umbilical no parto?,15,Atividades do feto no útero e cordão umbilical
UgzkLnP1ZkNISZULtnB4AaABAg.AQ-zhH9NM9UAQ4fLV_G--C,Você já sabe o sexo do seu bebê?,22,Identificação do sexo do bebê na gestação
UgwoYfqh1vsVgX2zeHt4AaABAg.ALfp9UBUYOjAMDec1dlNN4,A sua menstruação desceu?,7,Irregularidade do ciclo menstrual
UgyHkEDRmlzIneTjMC14AaABAg,É normal uma bebê de 10 dias mamar por 3 horas seguidas?,20,Sono do bebê e amamentação
UgyHkEDRmlzIneTjMC14AaABAg,É normal uma bebê de 10 dias acordar de 4 em 4 horas para mamar?,20,Sono do bebê e amamentação
UgwgmDwLcRsWTFAfX0R4AaABAg.AQONX62rGOEATSolL-b3QR,Você leu o estudo Cochrane sobre o cálcio na prevenção da pré-eclâmpsia?,37,Suplementação de cálcio e magnésio na gestação
UgwgmDwLcRsWTFAfX0R4AaABAg.AQONX62rGOEATSolL-b3QR,Existe comprovação de benefício do cálcio na prevenção da pré-eclâmpsia?,37,Suplementação de cálcio e magnésio na gestação
UgyRo2BLsH6ycyExhVR4AaABAg,Como um útero do tamanho de uma pêra consegue se transformar para acomodar um bebê até os 9 meses de gestação?,15,Atividades do feto no útero e cordão umbilical
Ugx3iJpt7up6hgpr8lN4AaABAg.AFL4DpAzFtxAGwR5YblfcG,Como foi a indução do parto?,56,Indução do trabalho de parto
Ugx3iJpt7up6hgpr8lN4AaABAg.AFL4DpAzFtxAGwR5YblfcG,Foi usado comprimido na indução do parto?,56,Indução do trabalho de parto
Ugx3iJpt7up6hgpr8lN4AaABAg.AFL4DpAzFtxAGwR5YblfcG,Quantos comprimidos foram necessários na indução do parto?,56,Indução do trabalho de parto
UgwJM6BV073ua5P3muN4AaABAg,É possível estar grávida após dois meses de atraso menstrual mesmo com teste negativo?,30,Teste negativo na gravidez com atraso menstrual
UgwGpolNN3rrCoCZnQF4AaABAg,Existe anestesia para o parto vaginal?,31,Remoção manual da placenta
Ugw1_IWe6F0rYvf4Jdd4AaABAg,"Por ser meu terceiro filho, isso já faz diferença para começar a sentir o bebê na barriga?",57,Sentir o bebê mexendo na gestação
UgzMZbdo4tKPvKJrGLF4AaABAg.ADcztyNOJJ6ADxnPKPJsEg,Você conseguiu passar com o médico para avaliar a placenta baixa?,93,Descolamento e placenta baixa
Ugz1nDwnyV7BLwYGehd4AaABAg.AHptLjJunNHAQSNXzSRbV-,"Suor excessivo, mal-estar e tontura antes da menstruação podem ser sinais de gravidez?",5,Indícios de gravidez e atraso menstrual
Ugz52gH3W7ZH-M-wEop4AaABAg,É normal voltar a sair leite dos seios quase dois anos depois de parar de amamentar?,13,Pega do bebê e posição na amamentação
Ugz52gH3W7ZH-M-wEop4AaABAg,Seios doloridos constantemente e dor de cabeça podem estar relacionados com essa saída de leite?,5,Indícios de gravidez e atraso menstrual
UgzWskqtHAslRY0BP8x4AaABAg,É normal sair um coágulo ou pedaço de sangue seis dias após uma cesariana?,9,Cicatrização e secreção após cesárea
UgzWskqtHAslRY0BP8x4AaABAg,É normal que esse coágulo ou pedaço de sangue saia um pouco maior que um ovo?,40,Sangramento no início da gravidez
Ugz3jDlKcKBOdd8_QcJ4AaABAg,E quando a amamentação for feita deitada?,13,Pega do bebê e posição na amamentação
UgxvamSKB6k4HgsBert4AaABAg,A dilatação de 1 cm pode permanecer por muito tempo em uma gestante de 33 semanas?,4,dilatação e sinais de trabalho de parto
UgxvamSKB6k4HgsBert4AaABAg,Uma gestante de 33 semanas com 1 cm de dilatação precisa fazer repouso?,4,dilatação e sinais de trabalho de parto
Ugx17FwcCNjUXIMUyEp4AaABAg.ALzDcHynmw_ALzIbZJAeh3,E se a gravidez for resultado de um estupro?,82,Aborto em gravidez decorrente de estupro
UgwPPaRjTcIdURdhZCV4AaABAg.ALlkBXcngCSALr_pKzQin2,A vida de uma pessoa consciente vale mais do que a de um feto de algumas semanas que ainda não tem o cérebro formado direito?,16,Embrião e feto como vida humana
Ugw-X0BPoevyxg85znB4AaABAg,Menstruação atrasada há 3 dias com saída de borra de café e pequeno sangramento que só suja o papel higiênico pode ser sinal de gravidez?,51,Sangramento marrom rosado com atraso menstrual
UgxrXmqAiKBZ66W2Xmx4AaABAg,O que há de errado em dar o brinquedo para a mais nova?,23,Adaptação e desenvolvimento na creche
UgzjKiMp9ufMR7_UDfl4AaABAg.AWfo28LFj5nAXPdud54X_5,Você pode me indicar alguém para me ajudar com a solicitação do salário-maternidade?,1,Auxílio maternidade do INSS
UgwbwmKWxlms_eqeOX54AaABAg,"Para fazer o teste de gravidez, é necessário estar em jejum?",69,Controle da diabetes gestacional
UgxIOUUAHcnH_k4HrlF4AaABAg,É possível estar grávida mesmo usando injeção trimestral e sem menstruar?,2,Risco de gravidez com anticoncepcional
UgxIOUUAHcnH_k4HrlF4AaABAg,A injeção trimestral Depo-Provera pode estar causando queda de cabelo e prisão de ventre?,2,Risco de gravidez com anticoncepcional
UgwMgGIu7lltTY8Df3R4AaABAg.AW3kOmC3E1uAWTMTyfjAUN,Você já sabe o sexo do bebê?,22,Identificação do sexo do bebê na gestação
Ugw2Mw6qG9F-xFfLy-x4AaABAg,É normal a menstruação não voltar depois de quatro meses sem usar anticoncepcional?,2,Risco de gravidez com anticoncepcional
UgxBN_61EVWWE2BH3tN4AaABAg,É possível fazer o teste de gravidez no primeiro dia de atraso menstrual?,30,Teste negativo na gravidez com atraso menstrual
UgzKx8UAgck12Ohelrx4AaABAg.AHkcx5zIQdrAI0rRb0aZri,Você usou essa vacina e ela não preveniu a bronquiolite no seu bebê?,12,Vacina contra bronquiolite na gestação e no bebê
Ugx2yHscK_L7WSOIMVl4AaABAg,"É normal, com 6 semanas de gravidez, não sentir nada e não ter sensibilidade nos seios?",28,Enjoo e desconforto no início da gravidez
UgwDcLDwzFC346bEfqZ4AaABAg,O uso de mamadeira pode prejudicar a amamentação?,13,Pega do bebê e posição na amamentação
UgzS__hWSQYBPRiRbhV4AaABAg.AIbkzwuG-r7AOVw9AiWXqf,O que aconteceu depois de tomar a pílula do dia seguinte durante o período fértil?,2,Risco de gravidez com anticoncepcional
UgxBbFnAjr_5YV6D-iJ4AaABAg,Um bebê com 4 kg e 39 semanas de gestação pode nascer de parto normal?,97,Percentis fetais e crescimento na gestação
UgzjOSBLegJEqEe43D94AaABAg,É possível pagar o INSS como contribuinte individual com alíquota de 11% para receber salário-maternidade?,1,Auxílio maternidade do INSS
UgzWrdGs1lubabOZBGF4AaABAg,"Em uma cidade quente, é preciso colocar o macacão e a roupa por baixo na mala maternidade do bebê?",36,Mala maternidade para o hospital
Ugyc2YFdjXUNPU5mFhd4AaABAg,Qual valor devo contribuir para ter direito ao salário-maternidade estando grávida e desempregada?,1,Auxílio maternidade do INSS
UgzE7N2hiIlccw7f1qV4AaABAg.AIZNOx2x_zXAKPKxQ4XsSy,Você já tentou usar bico de silicone para ajudar o bebê a pegar o peito?,13,Pega do bebê e posição na amamentação
UgzE7N2hiIlccw7f1qV4AaABAg.AIZNOx2x_zXAKPKxQ4XsSy,O uso de bico de silicone pode ajudar nesse processo de amamentação?,13,Pega do bebê e posição na amamentação
Ugytfi-9-Roa8FHLJP94AaABAg,O parto normal dói?,25,Dor e analgesia no parto
UgwshDUVjmCHwdxG6hR4AaABAg,O auxílio-maternidade serve para quem nunca trabalhou de carteira assinada?,1,Auxílio maternidade do INSS
Ugy4eIpjw5nVgfX0FPx4AaABAg,Como funciona o reembolso das taxas de cesárea?,34,Carência e cobertura obstétrica no parto
UgwwldNtfW_oO-dkUuF4AaABAg.APryigLPA05ASAPKhMh2OM,Uma mulher grávida de 34 anos corre risco na gestação?,18,Idade materna e chance de engravidar
UgzjdGQLfxzXv0quMgJ4AaABAg,É possível receber R$ 6 mil de auxílio-maternidade com apenas uma contribuição?,1,Auxílio maternidade do INSS
UgxQmRpaPs03tObk3P14AaABAg,"Em um caso de bebê de 6 kg, qual é a forma de parto mais segura: parto normal ou cesariana?",94,Dor na cesariana e anestesia
UgxQmRpaPs03tObk3P14AaABAg,"Se tivesse sido feita uma cesariana, essas complicações poderiam ter sido evitadas?",14,Indicações e escolha entre cesárea e parto normal
UgxwoCVUUBO1zJwcGz94AaABAg,"Com 41 anos, 11 dias de atraso menstrual, três testes negativos e sintomas como dor nos seios, dor lombar, cólicas leves e dor de cabeça, isso pode ser menopausa?",53,Climatério e reposição hormonal
UgwnPyvV86ZiQQ6jCFR4AaABAg,Quantas repetições devem ser feitas em cada exercício?,68,Exercícios para se preparar para o parto
UgynClQcstjAgRV01lR4AaABAg,Uma gestante com 37 semanas e 3 dias ainda pode preparar a mala maternidade?,98,Quando ir à maternidade e induzir parto
UgxGu1j_YWnoXs-wYL14AaABAg,Você teve prisão de ventre durante a gravidez?,28,Enjoo e desconforto no início da gravidez
UgwGkwJSeVoTN5xVs-54AaABAg,O parto de gêmeos é tranquilo?,11,Gestação de gêmeos e trigêmeos
UgxPlsSWDds160HyVG14AaABAg,Quem recebe Bolsa Família e precisa declarar um salário mínimo corre risco de perder o auxílio-maternidade?,35,Bolsa Família e auxílio-maternidade
UgwtJbNrI5f1RG01CWp4AaABAg,O que pode ser sentir o pé da barriga mexendo há duas semanas?,80,Significado de sonhos de gravidez
UgzvjNMtGQCQkKUF0Xp4AaABAg,"Depois de ficar um ano sem tomar a injeção anticoncepcional, o que posso fazer se ainda não consigo engravidar?",2,Risco de gravidez com anticoncepcional
UgwpUZiatgPCBZp2UCR4AaABAg,O teste de gravidez é feito com urina de verdade?,78,Testes de gravidez caseiros com urina
UgxyAlBqrzFyHtsQ2fx4AaABAg.APlmhkCOL2BAPpGnRcVIcz,Qual é a média de preço do laser para os pontos no pós-parto?,45,Sangramento e dor no pós-parto
Ugzp21M7x0QCjUmstrh4AaABAg.AHzPwPMSK3WAI2G_NBYv1g,O que a gestação tem a ver com dor?,80,Significado de sonhos de gravidez
UgygvnprrhwW6EExER54AaABAg,"A perda de movimento do pé esquerdo e da perna em uma gestante, oito meses após cirurgia bariátrica, pode estar relacionada à falta de vitamina B12?",94,Dor na cesariana e anestesia
Ugy-LS1MwjI-EBrBwuF4AaABAg,Existe algum remédio para aumentar a produção de espermatozoides em um casal que deseja ter filhos?,65,Dicas para aumentar chances de gravidez
Ugy-LS1MwjI-EBrBwuF4AaABAg,Existe algum remédio para aumentar a ovulação em uma mulher que deseja engravidar?,65,Dicas para aumentar chances de gravidez
Ugy2hWC207H0bbk6D0F4AaABAg.AO3cJQNrK-zATkJBlxR1sG,É possível um teste de sangue de gravidez dar errado?,101,Quando fazer teste de gravidez
Ugy2hWC207H0bbk6D0F4AaABAg.AO3cJQNrK-zAPA0yYI70XW,"Se o teste de farmácia de gravidez deu negativo, isso significa que estou doente?",88,Resultado negativo em testes de gravidez
UgxnzjgBPkpuybAjc7p4AaABAg,"Uma gestante de 31 semanas e 3 dias com barriga endurecendo, dor lombar, cólica no pé da barriga, formigamento na parte íntima e dor intensa deve se preocupar?",4,dilatação e sinais de trabalho de parto
UgzUH5v3DmfzZr-Zl-14AaABAg,Os sintomas descritos podem indicar que ela está grávida?,72,Indicação de gravidez por sintomas
Ugw9SG8wF4fKHM9ZQuh4AaABAg,É melhor manipular essa suplementação?,103,Suplementação de ferro na gestação
Ugw9SG8wF4fKHM9ZQuh4AaABAg,Qual seria a dose para meus filhos de 1 ano e 8 meses e de 3 anos e 8 meses?,12,Vacina contra bronquiolite na gestação e no bebê
Ugw9lE-VKthNPGTKF-B4AaABAg,"Uma gestante de três meses que mora com a mãe, que trabalha com carteira assinada, tem direito a receber algum benefício?",1,Auxílio maternidade do INSS
Ugyy2DFsYl5YAi6Ov3F4AaABAg,Há risco de gravidez se a pílula anticoncepcional for tomada com 14 horas de atraso na segunda semana da cartela e houver relação sexual no mesmo dia?,2,Risco de gravidez com anticoncepcional
UgxVSUvHoJMURqYYc654AaABAg,O bebê respira no útero?,15,Atividades do feto no útero e cordão umbilical
UgxVSUvHoJMURqYYc654AaABAg,O bebê respira pelo líquido amniótico antes de nascer e passa a respirar ar ao nascer?,15,Atividades do feto no útero e cordão umbilical
UgwS2LesCyTLxYWOv-F4AaABAg,O que devo fazer agora que minha bolsa estourou?,92,Rompimento da bolsa amniótica
UgysLOXMNZjEBaBZHtZ4AaABAg,É normal que o bebê tenha movimentos leves com 27 semanas de gestação?,57,Sentir o bebê mexendo na gestação
UgzxbhxV1AXGdJZRPYt4AaABAg,O que significa sonhar que estava grávida e via o bebê se mexendo após fazer uma colonoscopia?,80,Significado de sonhos de gravidez
UgwHhlEMdQvnp2WSZuJ4AaABAg,Como foi a cesárea?,14,Indicações e escolha entre cesárea e parto normal
UgwHhlEMdQvnp2WSZuJ4AaABAg,A barriga já voltou ao normal após a cesárea?,9,Cicatrização e secreção após cesárea
UgwHhlEMdQvnp2WSZuJ4AaABAg,Foi usada alguma cinta após a cesárea?,99,Recuperação no pós-cesariana
Ugyn72Sth00Ki4AtFXN4AaABAg,"Para recém-nascidos, ainda é recomendado banho de sol ou agora é preferível fazer passeios no final da tarde e de manhã?",54,Banho e cuidados do recém-nascido
Ugxqsagoa-TQkgHGS2J4AaABAg,As duas filhas que nasceram antes da contribuição da mãe também têm direito ao salário-maternidade?,1,Auxílio maternidade do INSS
UgzR4gP0quFgwyO3_zx4AaABAg.AD_FqFVYztpADbJaibAYil,Não sentir dor após uma cesárea é normal?,94,Dor na cesariana e anestesia
Ugxg-iDaCTI2h-pBMr94AaABAg.AQa_KIF02zcAST6ucaKQ69,"É possível estar grávida com dois meses sem menstruar, mesmo sem sentir sintomas de gravidez?",24,Possibilidade de gravidez com atraso menstrual
Ugxg-iDaCTI2h-pBMr94AaABAg.AQa_KIF02zcAST6ucaKQ69,Os três miomas podem explicar a ausência de sintomas e de um “caroço” na barriga em uma possível gravidez?,55,Mioma uterino e gravidez
UgzZT1myUwrV1TvBcsN4AaABAg,A gestação é de gêmeos?,11,Gestação de gêmeos e trigêmeos
UgwwFA1CFvgZ73ztteR4AaABAg,Metafolato é melhor do que ácido fólico para quem está tentando engravidar?,63,Suplementação de ácido fólico e ferro na gestação
UgwwFA1CFvgZ73ztteR4AaABAg,Qual suplemento deve ser tomado antes de engravidar: metafolato ou ácido fólico?,63,Suplementação de ácido fólico e ferro na gestação
Ugwq_45XtURAmDeFKMB4AaABAg,"Relação sexual com ejaculação no dia da ovulação, seguida de sangramento rosado, corrimento branco e fisgadas no pé da barriga, pode ser gravidez?",51,Sangramento marrom rosado com atraso menstrual
UgyQL2nmsUw7LfIUlSx4AaABAg,É possível usar esse óvulo no primeiro trimestre da gravidez?,96,Uso de AAS para prevenir pré-eclâmpsia
Ugx5LTDHDs9SEA79fqx4AaABAg,É recomendado colocar Maizena na água do banho do bebê?,54,Banho e cuidados do recém-nascido
UgyR9YKcx3eNy6KwPq94AaABAg.ARHGDmHZETbARIgup3LMMt,"O aumento do hCG de 34,7 para mais de 373,3 em 4 dias indica que a gravidez está evoluindo bem?",6,Interpretação do beta hCG quantitativo na gestação
UgyR9YKcx3eNy6KwPq94AaABAg.ARHGDmHZETbARIgup3LMMt,"É normal, com 5 semanas de gravidez, sentir como se não houvesse nada na barriga?",43,Dor lombar e pélvica na gestação
UgwU-xGD2orynLGimdt4AaABAg,Como ocorre a fecundação no caso de gêmeos?,11,Gestação de gêmeos e trigêmeos
Ugw2ycyk4XJbHAC05r94AaABAg,Um bebê com sintomas de bronquiolite pode tomar essa vacina mesmo assim?,12,Vacina contra bronquiolite na gestação e no bebê
Ugzr26RO95-RI1mSltl4AaABAg,Servidores públicos estaduais contratados temporariamente têm direito ao salário-maternidade?,1,Auxílio maternidade do INSS
Ugyh7r9MEBZ9wQU1suF4AaABAg,Devo me preocupar se o tampão mucoso saiu com 34 semanas de gestação?,4,dilatação e sinais de trabalho de parto
UgzerNhvrDe7ae6Zc694AaABAg,Qual é o nome do exame que mostra doenças cromossômicas na gravidez?,8,Ultrassom no início da gestação
UgxGt3pRKYqV9hLsXwh4AaABAg,"Por que meus ultrassons mostraram idades gestacionais diferentes, com 6 semanas, 7 semanas e depois 5 semanas e 1 dia?",8,Ultrassom no início da gestação
UgywkbNCEVpj4PMHvJ94AaABAg,O que um bebê com 7 meses precisa conseguir fazer?,23,Adaptação e desenvolvimento na creche
Ugz2tIgjOEjF70nC7Yd4AaABAg,Por que minha barriga não cresce com 14 semanas de gravidez?,38,Barriga não cresce na gestação
Ugz2tIgjOEjF70nC7Yd4AaABAg,Estou fazendo algo errado por não estar com barrigão com 14 semanas de gravidez?,38,Barriga não cresce na gestação
UgxJxzzu9TBgkuJMgMl4AaABAg,Como saber qual é o meu período fértil?,67,Período fértil e risco de gravidez
UgxoHjHaUnGWvctX83x4AaABAg.APLi2WKB1-mAVPN8QXvfWl,É seguro fazer esses exercícios com 29 semanas de gestação?,60,Fazer exercícios na gravidez sem risco
UgwFeG4gNxCH-3Na0xd4AaABAg,É normal a menstruação ficar dois meses sem descer depois de um mês menstruando após o nascimento da filha?,7,Irregularidade do ciclo menstrual
Ugx0bWtCLv52Af5ltgx4AaABAg,É normal não conseguir ouvir o coração do bebê com 13 semanas de gravidez?,61,Escuta dos batimentos fetais
UgxEcl3-27cU-wT7RDt4AaABAg,É verdade que só é possível fazer cesariana duas vezes?,88,Resultado negativo em testes de gravidez
UgwtPLAJYXQFl5vUALR4AaABAg,Quais são as indicações de cesariana?,14,Indicações e escolha entre cesárea e parto normal
UgwtPLAJYXQFl5vUALR4AaABAg,Como funcionam os reembolsos relacionados à cesariana?,34,Carência e cobertura obstétrica no parto
UgyoVcaHhx54DP-wa_Z4AaABAg,Um embrião de 10 semanas de gestação já é considerado vida?,16,Embrião e feto como vida humana
UgyoVcaHhx54DP-wa_Z4AaABAg,A formação incompleta de um embrião é justificativa legal para interromper a gravidez?,21,Aborto como direito e vida
UgyaAT1phKbG5gH0hBV4AaABAg,Como resolver o problema de uma bombinha de tirar leite cujo motor não fica preso e continua soltando?,27,Uso e funcionamento de bomba de leite
UgwEYCrVhJBSinN8wf54AaABAg.AOQNEFTOaxIAPRUvoXc7ZM,Quantos dias durou o sangramento em borra de café durante a gravidez?,40,Sangramento no início da gravidez
Ugx7qNQd-to4JKJrEcd4AaABAg.AVmUL78WCWfAW23Vs5l2hv,"Nas tentativas de engravidar, as relações foram dia sim, dia não ou em todos os dias férteis?",70,Risco de engravidar em relação sem proteção
UgxhfAc6bShHOT4OWu14AaABAg,Como deve ser feito o armazenamento do leite materno?,73,Armazenamento e oferta de leite materno
Ugy9zkiOpLkunwWSS-t4AaABAg,"É possível solicitar auxílio-maternidade com contribuições em atraso, tendo feito o último pagamento do DAS em fevereiro de 2025 e com o bebê nascendo em maio de 2026?",1,Auxílio maternidade do INSS
UgyV07F7eavUsA5ISUx4AaABAg,O que podem significar as fisgadas na bexiga e o bebê mexendo muito com 39 semanas de gravidez?,4,dilatação e sinais de trabalho de parto
UgyaF1eEgs_PxH6qhAp4AaABAg,Estou com 4 meses de gravidez; posso pintar o cabelo com tonalizante sem amônia?,59,Cuidados com produtos na gravidez
Ugw4J_IST9Uijr1vHQZ4AaABAg,Gestantes podem tomar chá de erva-doce?,29,Consumo de chás e temperos na gestação
UgytxAkDgDyzlXoVuUp4AaABAg,É normal descobrir que estou grávida e estar com sangramento?,40,Sangramento no início da gravidez
UgwsVopyeA0R5BRuwrB4AaABAg,Como o médico morreu enquanto realizava um parto?,74,Uso de Mounjaro na amamentação
Ugz3AmhMJgnYBxtnYWJ4AaABAg,O que pode significar uma menstruação rosa clara quando há suspeita de gravidez?,51,Sangramento marrom rosado com atraso menstrual
UgzQ4iUdd2-o751__DJ4AaABAg,O uso de creme e óleo durante o dia mancha muito as roupas na gravidez?,59,Cuidados com produtos na gravidez
UgzyEodsLkNvmwGnD414AaABAg,O bebê respirava dentro do útero mesmo com água ao redor?,15,Atividades do feto no útero e cordão umbilical
UgzTITZ3o8_R5SOUs3J4AaABAg.ADy8fI5S-UKAKh13hW6pyK,A coceira na pele pode ser um efeito colateral do uso de Oestrogel e Utrogestan?,3,Uso de progesterona na reposição
UgxZyPuQK6H1fppMYit4AaABAg.AE-XlV4MDf5AG474W-pPdC,O parto foi cesárea ou tentaram parto normal?,14,Indicações e escolha entre cesárea e parto normal
UgwfkxrYMfBzjUDHG2V4AaABAg,Com quantos meses foi iniciada a amamentação mista da filha?,13,Pega do bebê e posição na amamentação
Ugwlk76YFFOU6ViJJ1N4AaABAg.AQ0CM3iXf4IATVnfRQgClZ,A domperidona realmente funciona para aumentar a produção de leite materno?,91,Uso de domperidona para produção de leite
Ugzv_Ddj9TE0K_yyqfl4AaABAg,A dor do ligamento redondo pode acontecer durante uma caminhada mais rápida na gravidez?,43,Dor lombar e pélvica na gestação
Ugzv_Ddj9TE0K_yyqfl4AaABAg,Essa dor é normal?,25,Dor e analgesia no parto
Ugx_evs_w_b7paKI3g94AaABAg,Gestantes com 39 semanas e contrações de 10 em 10 minutos devem ir à maternidade apenas quando as contrações estiverem de 3 em 3 minutos?,4,dilatação e sinais de trabalho de parto
UgwqFK_PeggBdVzUDZF4AaABAg,Alguma pessoa já teve o benefício bloqueado por falta de vacinação das crianças?,35,Bolsa Família e auxílio-maternidade
UgwgjhtDzhS0IKNwMVt4AaABAg,Quem tem apenas o colo do útero precisa de qual tipo de reposição de progesterona?,83,Reposição de progesterona sem útero
UgzhDD2-PI_HsQNP4KF4AaABAg,"É verdade que, se a barriga estiver grande, é menina, e se a barriga estiver pequena, é menino?",22,Identificação do sexo do bebê na gestação
UgwpFd-EYWF53XmP80V4AaABAg.AQWtsNfw46TAS1EGV44B7K,É possível dar entrada judicial para solicitar o auxílio-maternidade do segundo filho?,1,Auxílio maternidade do INSS
UgxAGVDhecKfCUqElXV4AaABAg,"Na fisioterapia pélvica, esse procedimento é feito com uma luva? Não seria melhor usar uma camisinha?",71,Fisioterapia pélvica e incontinência
Ugz1Ix5j7S1mxOt-c2t4AaABAg,"Com 40 anos, com a menstruação atrasada há 10 dias e testes de farmácia com resultados divergentes, é possível estar grávida?",30,Teste negativo na gravidez com atraso menstrual
UgxqxkRD8w-2pDMb5dF4AaABAg,Uma gestante com MEI e parcelas atrasadas ainda consegue solicitar o auxílio-maternidade?,17,Direitos do MEI ao salário maternidade
UgwQVsgxqJsbjGJAzgh4AaABAg.AJ2HTgphAjjAVDAdf9HwR_,Um bebê recém-nascido pode ser beijado?,54,Banho e cuidados do recém-nascido
Ugy60gc7tPhYoRy0oGt4AaABAg,Quem nunca trabalhou tem direito ao salário-maternidade?,1,Auxílio maternidade do INSS
UgwmlQjVBKiLiRoDFMd4AaABAg,Receber Bolsa Família pode prejudicar o pedido de licença-maternidade?,35,Bolsa Família e auxílio-maternidade
UgwmlQjVBKiLiRoDFMd4AaABAg,Quem recebe Bolsa Família e pede licença-maternidade perde o benefício?,35,Bolsa Família e auxílio-maternidade
Ugy9h7wMvq3bYmwU8dd4AaABAg.ARuyyDktWanAWFGwt5iAXf,A pessoa que engravidou aos 44 anos estava tomando anticoncepcional?,18,Idade materna e chance de engravidar
UgzCGBEv3mNo2USp3094AaABAg,"Devo tomar a pílula do dia seguinte após ter vomitado a pílula anticoncepcional, tido relação desprotegida na mesma noite e só ter reposto a pílula depois?",2,Risco de gravidez com anticoncepcional
UgzCGBEv3mNo2USp3094AaABAg,Ainda estou protegida pelo anticoncepcional se não se passaram 12 horas desde que vomitei a pílula e a relação desprotegida ocorreu no 7º dia da cartela?,2,Risco de gravidez com anticoncepcional
UgwDgPZO3Kv5knjSF4B4AaABAg,O que fazer se eu não possuir certidão e não me enquadrar nas três opções para solicitar o salário-maternidade?,1,Auxílio maternidade do INSS
UgxGhXFhg3-Puy3lsA14AaABAg,Por que há dois bebês?,11,Gestação de gêmeos e trigêmeos
UgyUCY6bESnuwDv4LAR4AaABAg,O teste de gravidez foi colocado no xixi antes de ser colocado na comida do marido?,78,Testes de gravidez caseiros com urina
UgwqMIjfC4QRdYmyV2J4AaABAg,Foi necessária apenas uma forcinha da mãe para o parto dos gêmeos?,11,Gestação de gêmeos e trigêmeos
UgwrDKGcWqfyBOyvflh4AaABAg.AMIX2BJNKaBAMIfLIUUVih,A sua bombinha elétrica é igual à minha?,64,Dúvidas sobre bombinha elétrica na amamentação
Ugye2t5fL40_JWH2m8B4AaABAg,É normal a menstruação não descer e haver muitas cólicas depois de tomar a injeção mensal?,2,Risco de gravidez com anticoncepcional
