topic_id,topic_size,top_words,example_order,selected_question
7,182,"['podem', 'cólicas', 'seios', 'sinais', 'dor', 'indicar', 'enjoo', 'doloridos', 'sinal', 'atraso']",46,"Ansiedade, sensação de útero inchado e saída de líquido dos seios podem ser sinais de gravidez?"
7,182,"['podem', 'cólicas', 'seios', 'sinais', 'dor', 'indicar', 'enjoo', 'doloridos', 'sinal', 'atraso']",47,"Relação no dia da ovulação, com cólicas que vão e voltam, sono e azia nove dias depois, pode indicar gravidez?"
7,182,"['podem', 'cólicas', 'seios', 'sinais', 'dor', 'indicar', 'enjoo', 'doloridos', 'sinal', 'atraso']",48,Enjoos estranhos e vontade de comer coisas antes da menstruação podem ser sintomas de gravidez ou também de TPM?
7,182,"['podem', 'cólicas', 'seios', 'sinais', 'dor', 'indicar', 'enjoo', 'doloridos', 'sinal', 'atraso']",49,"Seios doloridos, cólicas do lado esquerdo, alterações na barriga e urina em excesso podem estar relacionados a uma gravidez?"
7,182,"['podem', 'cólicas', 'seios', 'sinais', 'dor', 'indicar', 'enjoo', 'doloridos', 'sinal', 'atraso']",50,"Dor nos seios há duas semanas, gosto amargo na boca e veias dilatadas podem ser sinais de gravidez?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",1,"Um resultado de beta-hCG de 0,26 indica gravidez?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",2,"Um resultado de beta-hCG inferior a 2,39 indica gravidez ou não?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",3,Um resultado de beta-hCG de 29 indica gravidez?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",4,"Um resultado de beta hCG de 207,6 indica que estou grávida?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",5,Qual é o valor de referência do beta hCG nessa fase da gravidez?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",6,Os resultados do beta HCG indicam que a gravidez está evoluindo bem?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",7,"Um beta-hCG de 25,0 mUI/mL após 112 dias de atraso menstrual pode indicar um resultado positivo de gravidez?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",8,O resultado do meu beta-hCG quantitativo está compatível com cinco a seis semanas de gestação?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",9,"Com um dia de atraso e beta-hCG de 15,21, o resultado está muito baixo?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",10,Qual foi o valor do beta-hCG para confirmar a gravidez?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",11,Um resultado de beta-hCG de 25 mUI/mL indica gravidez?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",12,"Há algum motivo para o beta-hCG ter dado tão alto no início da gravidez, e isso exige preocupação?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",13,"O resultado de 6,33 no beta-hCG pode indicar o quê?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",14,"Um beta hCG de 1.350 mUI/mL, com referência de não reagente até 35 mUI/mL, indica gravidez?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",15,"O aumento do beta hCG de 141,5 para 173,4 entre terça-feira e sexta-feira está normal no início da gestação?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",16,"Com 4 semanas de gestação, um beta hCG de 105,5 está bom?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",17,"O aumento do beta-hCG de 14.123 mUI/mL para 18.132 mUI/mL em 48 horas e para 22.224 mUI/mL após 4 dias, sem sangramento nem dores fortes, é um sinal ruim na gravidez inicial?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",18,Um beta-hCG de 310 com 7 semanas e 1 dia de gestação pode ser normal?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",19,"O resultado do beta-hCG 4030,0 é positivo para gravidez?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",20,"A evolução do beta-hCG de 20,36 para 206 em 72 horas e para 418 após 5 dias pode ser normal no início da gravidez?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",21,Qual foi o resultado dessa situação com o beta HCG na gravidez inicial?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",22,"Um beta-hCG de 25 mUI, com menstruação atrasada há 9 dias, é considerado gestação?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",23,"Mesmo com o beta-hCG negativo, ainda pode haver gravidez?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",24,Qual foi o resultado do exame beta-hCG?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",25,Um beta-hCG com resultado insuficiente para detecção consegue confirmar ou descartar a gravidez?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",26,"Se o próximo exame de beta hCG mostrar pouca diferença, isso pode ser um sinal de perda gestacional?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",27,Quantos dias devo aguardar para repetir o exame beta-hCG?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",28,Devo fazer um exame de beta hCG com urgência?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",29,Quantos dias após o sangramento de nidação posso fazer um beta hCG quantitativo?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",30,É possível o beta-hCG ter caído de 1517 para 156 em pouco tempo sem haver sangramento?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",31,"Com um beta hCG muito baixo, já seria possível visualizar uma gravidez ectópica no ultrassom?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",32,"Como confirmar qual resultado do beta hCG está correto, já que os exames foram feitos em clínicas diferentes e indicaram idades gestacionais diferentes?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",33,É possível que o teste Clearblue indique 10 semanas de gravidez quando a gestação está com 5 semanas?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",34,"Minha esposa está grávida se o beta-hCG deu 49,7 e o laboratório considerou o resultado negativo por usar 50 como valor mínimo para positivo?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",35,"Os resultados do teste de gravidez negativo, seguido de positivo fraco, positivo forte e beta-hCG de 494, estão dentro do esperado?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",36,É necessário esperar o beta hCG estar acima de 2000 para fazer o ultrassom?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",37,Com quantas semanas de gestação o hCG deu acima de 100.000?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",38,O exame de hCG feito em 30 de outubro pode ter sido feito cedo demais para detectar a gravidez?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",39,Pode ter havido um erro do laboratório no segundo exame de beta-hCG?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",40,"É possível que eu não esteja grávida, mesmo com beta hCG positivo e uma ultrassonografia de 5 semanas sem visualização de saco gestacional?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",41,Com quantas semanas de gravidez o teste pode apresentar a segunda linha fraquinha?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",42,Há chance de o beta-hCG aumentar ou isso pode indicar uma gravidez química?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",43,"O que pode significar um beta-hCG que não passa de 100 e sobe e desce entre 82, 40, 60 e 55, mesmo com sintomas de gravidez?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",44,"Com um exame beta hCG de 27.096,0, quantas semanas de gravidez eu tenho?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",45,O exame beta-hCG pode dar positivo mesmo se a ovulação tiver atrasado?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",46,"Um beta-hCG inferior a 5 mUI/mL, feito 16 dias após a relação, permite descartar uma gestação ou é necessário repetir o exame?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",47,"Um beta-hCG de 690,6 mIU no dia 27/11/25 e 690,0 mIU no dia 02/12/25 pode indicar que tive um aborto?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",48,"Como interpretar um beta hCG que foi de 18,0 para 84 em quatro dias e depois para 83 em mais quatro dias?"
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",49,Existe algum outro fator além da gestação que possa fazer o beta hCG quantitativo aumentar?
8,160,"['hcg', 'beta', 'mui', 'resultado', 'ml', 'quantitativo', 'positivo', 'indica', 'exame', '25']",50,"Um beta-hCG quantitativo com valor de 2,0, feito dois meses após a relação, é negativo ou positivo?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",1,"É normal a menstruação durar apenas um dia, como aconteceu no mês passado e neste mês?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",2,A menstruação já veio ou continua atrasada há quase dois meses?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",3,"O que pode ser quando a menstruação vem antes do previsto e dura só um dia, como aconteceu comigo?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",4,É normal ficar três meses sem menstruar?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",5,O que pode causar menstruação atrasada por 1 mês?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",6,"Por que fiquei dois meses sem menstruar e, no terceiro mês, a menstruação voltou?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",7,A menstruação desceu após 15 dias de atraso?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",8,A menstruação ainda não desceu?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",9,A menstruação já parou?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",10,É normal ficar mais de 12 dias sem menstruar?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",11,"É normal ter um sangramento pela manhã, sem dor, depois de 17 anos sem menstruar?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",12,Por que a menstruação está atrasada?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",13,É normal a menstruação ficar irregular e passar 3 ou 4 meses sem vir?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",14,"É normal ficar três meses sem menstruar, sentir cólicas leves e a menstruação não descer?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",15,"É normal a menstruação ter durado só 4 dias neste mês, quando normalmente dura 7?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",16,Com quantos dias de atraso a menstruação desceu?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",17,É normal ter atraso menstrual de uma semana ou mais?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",18,É normal a menstruação adiantar dois dias?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",19,A sua menstruação já veio após o atraso?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",20,O atraso na menstruação significa apenas que ela vem alguns dias depois do esperado ou que pode não acontecer de vez?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",21,"É normal a menstruação durar apenas 2 dias, com apenas manchas na calcinha?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",22,Para quando a menstruação está prevista?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",23,É normal a menstruação vir marrom e depois ir embora?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",24,É normal a menstruação não vir depois de um sangramento marrom de 3 dias?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",25,"Por que a menstruação atrasou tanto, se o meu ciclo é bem regulado?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",26,Você teve muco clara de ovo enquanto estava menstruada?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",27,Você pode explicar melhor o que está acontecendo quando a menstruação começa aos 11 anos?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",28,Houve algum sintoma antes de a menstruação descer?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",29,"Devo iniciar agora o uso de urxi amarelo e unha-de-gato, ou apenas a partir do terceiro dia da menstruação?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",30,"O corrimento aquoso, claro e sem cheiro pode ser perda de líquido?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",31,O ciclo menstrual feminino é 100% exato?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",32,Existe algum exame que possa confirmar se ela já teve a primeira menstruação?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",33,O que a cor do sangue menstrual pode indicar?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",34,"Sua menstruação veio normalmente, com sangue vermelho vivo e coágulos?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",35,"É normal sentir leves fisgadas no lado esquerdo do abdômen, no quadril e na região vaginal faltando 9 dias para a menstruação descer?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",36,Menstruação que vem sem controle e não quer parar pode ser causada por uma inflamação?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",37,O chá de canela e gengibre pode ter feito a menstruação descer depois de 3 dias?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",38,O que pode ser esse corrimento rosado com ardência que aparece sempre depois da menstruação?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",39,Quanto tempo costuma durar essa cólica forte antes da menstruação?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",40,"No primeiro dia, como a menstruação começou e como ela evoluiu nos dias seguintes?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",41,É normal ainda não ter menstruado novamente em janeiro depois de ter menstruado de 30 de dezembro a 4 de janeiro?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",42,O que devo fazer diante dessa menstruação muito forte e irregular?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",43,"A pessoa a quem o comentário se refere menstrua todos os meses por 2, 3, 4, 5, 6 ou 7 dias?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",44,"É normal a menstruação não ter descido 10 meses após uma cesárea, enquanto o bebê mama bastante?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",45,"É normal que o ciclo venha com fluxo muito intenso, como um ""rio""?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",46,"Como saber se o sangramento no meio do ciclo é um escape ou uma nova menstruação, considerando que isso acontece há cerca de seis meses?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",47,O ciclo menstrual é de 23 ou 25 dias?
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",48,"É normal continuar com dores na lombar, dor de cabeça, enjoo, tontura e desconforto nos seios depois que a menstruação veio?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",49,"É normal ficar há dois meses com corrimento ou sangramento rosado, que quase não suja o absorvente?"
9,151,"['menstruação', 'menstruar', 'menstrual', 'descer', 'desceu', 'dias', 'ficar', 'normal', 'atraso', 'mês']",50,"É possível que um sangramento ocorrido em 2 de outubro, em uma mulher com menstruação irregular e última menstruação em 27 de setembro, aconteça antes do atraso menstrual?"
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",1,Por que não dar na chiquinha ou em uma mamadeira menor para o bebê?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",2,Por que não dão logo uma mamadeira ao bebê?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",3,Por que não foi usada uma mamadeira para que o bebê sugasse à vontade?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",4,Por que não usam uma mamadeira para alimentar o bebê?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",5,Por que usar seringa para alimentar o bebê em vez de mamadeira?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",6,Por que usar uma seringa em vez de uma mamadeira para alimentar o bebê?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",7,Por que não foi usada mamadeira para o bebê?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",8,Por que não usar um bico de mamadeira na seringa para alimentar o bebê?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",9,"Se o bebê estiver mamando na mamadeira, essa forma de segurá-lo também deve ser evitada?"
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",10,É preciso oferecer a mamadeira a um recém-nascido?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",11,Há algum problema em dar mamadeira para um bebê?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",12,Por que não dão a alimentação do bebê em uma chuquinha?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",13,O bebê que mama na mamadeira também deve ser segurado assim na hora de mamar?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",14,Não seria melhor usar mamadeira em vez de seringa para alimentar o bebê?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",15,Quando o bebê mama pela mamadeira?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",16,Por que o bebê não está sendo alimentado com mamadeira?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",17,Para que serve a mamadeira se a bebê está mamando no peito?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",18,Não seria melhor usar chuquinhas ou uma mamadeira pequena?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",19,O bebê deveria ter descansado antes de receber o restante da mamada?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",20,Não seria melhor dar ao bebê no copinho?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",21,A melhor posição para dar mamadeira ao bebê é de barriga para cima?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",22,Por que não dar a primeira mamadeira para a bebê se acalmar?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",23,Não seria mais certo usar uma mamadeira ou uma chuquinha?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",24,Quanto tempo demorou para o bebê aceitar a mamadeira?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",25,O que fazer ao dar leite na mamadeira para o bebê não ficar desconfortável?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",26,"Ao preparar a fórmula, não deveria ter colocado metade da água e depois completado com o restante para não aumentar o volume?"
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",27,A confusão de bico acontece mais em recém-nascidos ou também em bebês mais velhos correm o mesmo risco?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",28,Por que vocês colocam uma peça de plástico na gengiva do bebê para tirar sangue da boquinha dele?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",29,Como limpar o cano da mamadeira?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",30,É normal o bebê engolir rápido e ficar sem ar ao tomar leite na seringa?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",31,O uso de chupeta na infância está associado a distúrbios alimentares ou ao vício em drogas?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",32,"Quando o bebê está cansado de sugar, a pessoa deve retirar a seringa para ele respirar?"
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",33,O bebê precisa de algo que simule o peito da mãe para sugar sem perder a força?
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",34,"Na parte final, quando o bebê já estava saciado, era preciso empurrar o restante do alimento?"
10,186,"['mamadeira', 'seringa', 'alimentar', 'dar', 'sugar', 'bico', 'chupeta', 'ponta', 'leite', 'recém']",35,O bebê pode tomar água ou não pode ingerir nada pela boca?
