topic_id,topic_size,top_words,example_count,examples_sha256,suggestion_1,suggestion_2,suggestion_3,model,response_id,error,selected_name,decision
67,75,"['aborto', 'retido', 'espontâneo', 'curetagem', 'boldo', 'expelir', 'perda', 'abortamento', 'tomou', 'abortar']",50,ff055391bbe935a84bb7a94176def51d03f01c2fdadf71718faa40e84221e03c,Aborto retido e abortamento espontâneo,Abortamento retido e perdas espontâneas,Aborto retido e perda gestacional espontânea,gpt-5.4-nano,resp_04f03d37336adbc2006aa5e8cf3bb487d28d45b1f2fca57996,,,
68,79,"['sentir', 'urinar', 'dor', 'muita', 'normal', 'costas', 'andar', 'pé', 'vontade', 'semanas']",50,c1cefc5c547c925c2439be5a33b73727da1ba3e4be19574920b35c9a8222bff3,Dores na coluna e na pelve na gravidez,Dor lombar e pélvica na gestação,Pressão pélvica e dor nas costas na gravidez,gpt-5.4-nano,resp_04885d3175f1e379006aa5e8d0334487d28bf645a667cbc298,,,
69,74,"['davi', 'irmão', 'irmãozinho', 'davizinho', 'ganhar', 'irmãzinha', 'irmã', 'vai', 'clarinha', 'vir']",50,5c52dd510639b933cde1c2ae475480940fbfcf930dfc7185b71d760fb9dbd37a,Próximo irmão ou irmã na gravidez,Nascer novo irmão para o filho,Possibilidade de novo bebê na família,gpt-5.4-nano,resp_0f36444f7b3e7ed4006aa5e8d2197087d2838bd8a06a85f934,,,
70,61,"['suplemento', 'vitamina', 'suplementos', 'vitaminas', 'tomar', 'ômega', 'suplementação', 'diminuir', '000', 'pré']",50,39055f607766412d4b2cf2c17df8fc409b73a8955679cf8c8ee4cc4fce961d2d,Suplementação de vitaminas na gestação,Uso de vitaminas e suplementos na gravidez,Suplementos vitamínicos durante a gravidez,gpt-5.4-nano,resp_0d21c83002ab3a14006aa5e8d32d0087d29984c4bc920036b3,,,
71,71,"['pós', 'após', 'hemorragia', 'parto', 'hemorroidas', 'pontos', 'sexual', 'sangramento', 'parou', 'normal']",50,ee960e660391807374eecd2e685f3eceb09b1f0ce291e42e2c7c22e7b0650ad5,Sangramento e dor no pós-parto,Sangramento no pós-parto e recuperação,Sangramento pós-parto e retorno sexual,gpt-5.4-nano,resp_05c7c14a58e7db8b006aa5e8d41df487d2be3e8d6bc873af55,,,
72,84,"['cesárea', 'próxima', 'cesáreas', 'tentar', 'normal', 'parto', 'cesariana', 'terceira', 'ter', 'uma']",50,ddfdcfb6eb2169ee6b543446afc066c093eebe35820bb15a82b72985aaf828ac,Parto normal após cesárea,Possibilidade de parto normal após cesárea,Tentativa de parto normal depois de cesárea,gpt-5.4-nano,resp_0b52be3379abda39006aa5e8d528d087d28228f5cb591cc290,,,
73,65,"['histerectomia', 'retirada', 'cirurgia', 'útero', 'retirar', 'total', 'aberta', 'parcial', 'abdominal', 'geral']",50,9f19fe251afceb152dc800b47ef4d83535538f81e7e275a5a44fe78d4bf43f33,Histerectomia e recuperação pós operatória,Retirada do útero e cuidados,Cirurgia de retirada do útero,gpt-5.4-nano,resp_0d25b716eaa54782006aa5e8d6a2ac87d29c5bf0886b22a5e9,,,
74,76,"['estrela', 'filhotes', 'dos', 'pai', 'ficou', 'cinco', 'meninas', 'cachorro', 'meninos', 'grávida']",50,1f58241fa69d6ae39bb64230f999467078b8ebd5ca8d4aee204446e97289e966,Gravidez de cadela Estrela,Estrela grávida de filhotes,Gestação da cadela Estrela,gpt-5.4-nano,resp_057c5d36bba84a19006aa5e8d7a76887d2ab5868dcbc74b821,,,
75,99,"['nasceu', 'matar', 'bem', 'criança', 'aconteceu', 'queria', 'situação', 'nessa', 'bebê', 'ver']",50,7bdcb54ae893c36ade8d0097128e59116210dcb16cea163d7e6520e3b4a343cb,Condições do bebê após o nascimento,Saúde do bebê após nascer,Como está o bebê depois de nascer,gpt-5.4-nano,resp_0c382d8ba85c73d0006aa5e8d9216087d2a7ea1387c06ed0d9,,,
76,69,"['fralda', 'trocar', 'xixi', 'fraldas', 'cocô', 'descartável', 'usa', 'pacote', 'algodão', 'roupinhas']",50,862d183d6fd394cb6f574cf7f85098e27fb1bc6e4e80e651e23b04ef6e276a27,troca de fralda e uso de descartável,uso de fralda descartável e troca,trocar fralda descartável e roupa do bebê,gpt-5.4-nano,resp_068c7eee12b8464b006aa5e8da169c87d2b2c8d0fba4308b7c,,,
77,91,"['vídeo', 'mencionada', 'pessoa', 'mencionado', 'no', 'grávida', 'mentira', 'sobre', 'mostrada', 'mostrado']",50,3a4db1e0a6794245dbe82377cf6b62d87f80dc80c221d42e3b908ad447fb6665,Gravidez da pessoa mostrada em vídeo,Gestante citada em vídeo,Bebê e gravidez mostrados no vídeo,gpt-5.4-nano,resp_077ef72cdfd795bb006aa5e8db4ec887d2a04478c15f81ac82,,,
78,83,"['pós', 'taping', 'cinta', 'calcinha', 'usar', 'parto', 'compressão', 'cesárea', 'no', 'aplicação']",50,3cadc2be848f4be229759afea01be2864e115c79cd3045ebd1cf6f31083cf23d,Uso de taping e cinta pós-parto,Uso de faixas compressoras no pós-parto,Uso de taping na recuperação pós-parto,gpt-5.4-nano,resp_0677a497307a3839006aa5e8dc516087d292b5300cbae31efa,,,
79,60,"['olívia', 'janeiro', 'fevereiro', 'nascer', 'dia', 'vai', 'ou', '29', '30', 'no']",50,76c900207e129370c1b374c490f8c19be152ae18fe9d82609c25f2c2450b6ac0,Data de nascimento da Olívia,Quando a Olívia vai nascer,Previsão do nascimento da Olívia,gpt-5.4-nano,resp_0138ad93538bdef4006aa5e8dd794487d2970be5680e43416f,,,
80,71,"['fórmula', 'leite', 'alergia', 'ml', 'nan', 'infantil', 'integral', 'vaca', 'quantidade', 'intestino']",50,533f4ff86676beb777b8e64eb923e340ebd0f987be7b43542834c1336130f57b,Fórmula infantil e leite para bebês,Uso de fórmula infantil e leite materno,Oferecer fórmula infantil e leite ao bebê,gpt-5.4-nano,resp_0fa1abaee43cb5d8006aa5e8de84ec87d2acb569f320a99831,,,
81,72,"['rosado', 'sangramento', 'marrom', 'pequeno', 'corrimento', 'sinal', 'atraso', 'menstrual', 'dias', 'indicar']",50,cef2960a0f158a5023887903ef41605d1258f3fb5a3a76ad4002c48b7cd4729b,Sangramento rosado na suspeita de gravidez,Sangramento marrom rosado com atraso menstrual,Sangramento leve rosado e atraso menstrual,gpt-5.4-nano,resp_00e01ba2b20e7883006aa5e8dfd0b087d282a413b95760002f,,,
82,51,"['giovana', 'giovanna', 'pai', 'grávida', 'namorado', 'quem', 'verdade', 'está', 'podia', 'engravidou']",50,f368e4b1403cf9605d6eb094ace47d24b9fe4394e56e53aec31b5398a9894fdb,Gravidez da Giovanna e pai do bebê,Giovanna grávida e identidade do pai,Giovanna está grávida quem é o pai,gpt-5.4-nano,resp_0ab4f67e6cf078eb006aa5e8e0ec1087d2ab63103d1ab258e2,,,
83,65,"['cesárea', 'corte', 'camadas', 'realizar', 'mãos', 'sai', 'cesariana', 'embaixo', 'jejum', 'corta']",50,10cfb76164e424312aaad1707bb916cfa481b8bb95c36e6391077360e0b1b91a,Como é feita a cesárea,Procedimento da cesárea e cortes,Incisões e camadas na cesariana,gpt-5.4-nano,resp_0eb2d971d70459fb006aa5e8e2543087d2a7694285e87a4578,,,
84,58,"['menopausa', 'hormonal', 'anos', 'reposição', 'aos', 'menstruar', '41', 'precoce', 'entrando', 'climatério']",50,9832e0e655b69f02ec7479743e45d9e78e79b56e65aaa9ac0f79cb7f69d2b6bf,Menopausa precoce e reposição hormonal,Transição menopausal e reposição hormonal,Climatério e reposição hormonal,gpt-5.4-nano,resp_0332f9a709e295f1006aa5e8e3b1c887d29b9a7d719f3f14fd,,,
85,68,"['seu', 'muda', 'luz', 'você', 'estão', 'bebê', 'deu', '2026', 'mamãe', 'já']",50,f9fae976065dfed6d6e9c8372c2251796325e06263e73e1a9f2a72fe6bd9e8af,Nascimento do bebê e adaptação familiar,Chegada do bebê e mudanças na família,Você e o bebê após o nascimento,gpt-5.4-nano,resp_09d7249eb74dcf7d006aa5e8e5102087d299524c4f0c6043fa,,,
86,70,"['mia', 'irmã', 'irmão', 'cuidar', 'reação', 'vai', 'velha', 'presa', 'língua', 'ganhar']",50,1ed3b021d413686e28da21a9ecee6f7ed8aac96d666e59106c0f09dfdc8342d5,Gravidez da Mia e notícia do bebê,Mia vai ter irmão ou irmã,A mãe da Mia está grávida,gpt-5.4-nano,resp_0fe1674c9ce4bbe2006aa5e8e6181487d2b8f620b1cec640c8,,,
87,99,"['banho', 'recém', 'nascido', 'água', 'vernix', 'fêmur', 'chuveiro', 'tanque', 'fria', 'produto']",50,82cdaa1a0e40a4e20dca0c53dafb71e56eb2962cddb54220ebb3377ea3742bba,Banho do recém-nascido,Higiene do recém-nascido,Banho e cuidados do recém-nascido,gpt-5.4-nano,resp_0ec63697ee0796ce006aa5e8e7601887d296a75d85ce851b1c,,,
88,67,"['barriga', 'distensão', 'falar', 'grande', 'bebê', 'sobre', 'nesses', 'encaixado', 'certo', 'assim']",50,a8811506b11f3937974bb3b56f48adf2c80081f62795bc6b7ca2fb1ff0eb12b4,Distensão abdominal fetal e encaixe,Barriga grande do bebê no útero,Bebê na barriga com distensão abdominal,gpt-5.4-nano,resp_061ba0d6ded7a8f2006aa5e8e8baf487d29d01ac0da6db121d,,,
89,57,"['mioma', 'miomas', '42', 'cirurgia', 'cm', 'submucoso', 'intramural', 'retirar', 'figo', 'deformidade']",50,40f419a554c69db224623906d84812bed05df6fdda809e02fbecca7dfe7c36c1,Mioma uterino e gravidez,Miomas uterinos na gestação,Efeitos dos miomas na gestação,gpt-5.4-nano,resp_055ce4894bbe15ec006aa5e8e9be3487d2ad390787f754fe97,,,
90,56,"['pai', 'neto', 'leia', 'luccas', 'lucas', 'robson', 'felipe', 'furacão', 'vinícius', 'júnior']",50,a584382195421eee3f1e10179ae1f0341a547c13c7f941511290db2a101971f0,paternidade do pai do bebê,identidade do pai do bebê,quem é o pai do bebê,gpt-5.4-nano,resp_08f677d3b1749b63006aa5e8eb269887d29fcd74d56ad9945b,,,
91,76,"['indução', 'shake', 'indutor', 'induzir', 'receita', 'parto', 'óleo', 'prímula', 'induzido', 'foi']",50,bbb9f0431b99888a23cbb7a4e7d121e5bca52b01f791a4469ceac331e55070bd,Indução do parto e métodos,Indução do trabalho de parto,Indução do parto e recursos naturais,gpt-5.4-nano,resp_07ac3798ef8bdf1f006aa5e8ec1e6487d2b8d88d6aa87fd135,,,
92,76,"['hospital', 'médico', 'tomou', 'consulta', 'medicamento', 'melhora', 'equipe', 'remédio', 'tratamento', 'conversou']",50,446f9b6954455fccdf987f4282cd0de66532bc09ba81a2771d111b34eef029db,Consulta hospitalar e tratamento na gestação,Atendimento médico hospitalar e tratamento,Acompanhamento hospitalar e medicação na gravidez,gpt-5.4-nano,resp_004195fcb8f294f0006aa5e8ed014087d2869245229c13d47e,,,
93,79,"['fez', 'teste', 'confirmar', 'exame', 'você', 'sangue', 'resultado', 'positivo', 'gravidez', 'passando']",50,62505b296e7befb0c1fd9b5ccf645f0437fea8c134a6367e206ff7ce212f5e4b,Teste de gravidez e resultado positivo,Exame de gravidez e resultado positivo,Teste para confirmar gravidez e positivo,gpt-5.4-nano,resp_03853b14b094d744006aa5e8edfa7087d28867ba1e5ad6147b,,,
94,62,"['mexer', 'sentir', 'movimentos', '17', 'semanas', 'normal', 'mexendo', 'bebê', 'gestação', 'barriga']",50,07607cd71e8b3cd0494c3ba32f21077cb43e2a2aa09265996dbd3480a7f9556f,Variação dos movimentos do bebê,Quando sentir mexer do bebê,Sentir o bebê mexendo na gestação,gpt-5.4-nano,resp_0f717dcfd111a9cb006aa5e8eee64c87d2a7440e57977564b2,,,
95,78,"['conjuntivite', 'usado', 'olhos', 'olho', 'tratar', 'melhorar', 'verde', 'soro', 'acontece', 'causada']",50,c3f73c531e6a285cc9c50dd430ce1dd985d8e011ed4d628fc3f13759ee6a2429,Conjuntivite em bebês,Conjuntivite infantil,Olhos com conjuntivite em bebê,gpt-5.4-nano,resp_07717136931e51ee006aa5e8efd30887d2a77dde2c5dddd255,,,
96,66,"['estrias', 'óleo', 'melasma', 'cicatricure', 'prímula', 'solar', 'creme', 'gel', 'protetor', 'durante']",50,88aeffacf6c561206b4859d7deedf6a6aca96174166712d0f28d10e631546e2f,Cuidados com produtos na gravidez,Uso de cremes e protetor solar na gestação,Segurança de cosméticos e tratamentos na gravidez,gpt-5.4-nano,resp_0233a28e221b87b2006aa5e8f0e73c87d2893e2065cfe0596c,,,
97,61,"['exercícios', 'exercício', 'começar', 'fazer', 'correr', 'esses', 'partir', 'posso', 'treino', 'terceiro']",50,5bf93b23c5afa1ddc254f49b6dae2d2fccc93e237fb0df147bcf81ab0c782ede,Início de exercícios na gestação,Começar exercícios durante a gravidez,Fazer exercícios na gravidez sem risco,gpt-5.4-nano,resp_05b7e43be147ca5c006aa5e8f2413487d2a68ad2bfbb2939f5,,,
98,47,"['coração', 'ouvir', 'batimentos', 'doppler', 'fetal', 'cardíacos', 'embrião', 'escutar', 'semanas', 'conseguir']",47,c24f4c3c427e92a2b4a0a36c6cebbb19ff9042a36a20160b3638ed0cd0227443,Batimentos cardíacos fetais,Escuta dos batimentos fetais,Coração do bebê no doppler,gpt-5.4-nano,resp_06c54c5704733cca006aa5e8f3357c87d2bb493e4835d5ee39,,,
99,71,"['descobrir', 'remédios', 'prejudicar', 'tomar', 'formação', 'paracetamol', 'uso', 'dipirona', 'má', 'antes']",50,c2ffb142e8872d6c21fce6ce43587fc19ea26f8abdb829662c8075c7af3ff3f5,Riscos de remédios na gestação,Impacto de medicamentos na gravidez,Efeitos de remédios no feto,gpt-5.4-nano,resp_0330deafbc26fa36006aa5e8f41cf087d28edff53cdeee81f1,,,
100,71,"['sexuais', 'relações', 'sexual', 'relação', 'tiveram', 'consequências', 'contrair', 'camisinha', 'teve', 'vagina']",50,0a106c8a4a6d75c71247e98cdb2254b4d93e58fab759a81f4dcf8f0117d06437,Relações sexuais e risco gestacional,Relações sexuais e gravidez,Relação sexual e possibilidade de gravidez,gpt-5.4-nano,resp_088393709e9d0f39006aa5e8f53a3087d2873d7b467ea6b905,,,
101,70,"['data', 'prevista', 'nascimento', 'olívia', 'janeiro', 'fevereiro', 'da', 'provável', '30', '26']",50,fd0e433d3097626b79733232edc68614c6be32d471393196956a9e096499de87,Data provável do parto,Data prevista para o parto,Cálculo da data provável do parto,gpt-5.4-nano,resp_0a14c75fad200be2006aa5e8f63a1087d2aa40b23e02a9a5cc,,,
102,61,"['clarinha', 'mãe', 'sabe', 'novo', 'esperando', 'grávida', 'está', 'da', 'yuri', 'valentina']",50,00547dea4fd6c713050acc19013b8ea07440fd97fa62600de5a7ab69942cf6af,Mãe grávida e bebê no grupo,Gravidez da mãe e revelação,Mãe esperando um novo bebê,gpt-5.4-nano,resp_01675c72e5d1f693006aa5e8f73afc87d299fd2372ef569d94,,,
103,52,"['ácido', 'fólico', 'metilfolato', 'ferroso', 'sulfato', 'mg', 'autismo', 'suplementar', 'tomando', 'recomendação']",50,9ce855b8d09f881c845ea259ffb4e0456f4d0a2d758d980094adafaf7becae68,Suplementação de ácido fólico e ferro na gestação,Uso de ácido fólico na gravidez,Dosagem de ácido fólico e sulfato ferroso na gestação,gpt-5.4-nano,resp_0782e8313a6c1e41006aa5e8f834e887d2bc9cc706bb9f3ee3,,,
104,63,"['bombinha', 'elétrica', 'bomba', 'carregada', 'sucção', 'liga', 'borracha', 'engolir', 'errada', 'uso']",50,96723e4769f00222485b6a5701b9b9988e0e836d1d53518f2369525200fd6a9b,Uso da bombinha elétrica para lactação,Funcionamento da bombinha elétrica de leite,Dúvidas sobre bombinha elétrica na amamentação,gpt-5.4-nano,resp_0c60eb3a7ebd0737006aa5e8f979dc87d2b30b18ff80caa048,,,
105,65,"['remédio', 'engravidar', 'existe', 'impedir', 'tentando', 'rápido', 'espermatozoides', 'contínuo', 'dicas', 'deseja']",50,f7eb20d3070d97b9d4375d9805e96308dae91daf90a3ff2ca0cd50d2e02299e4,Remédios e estratégias para engravidar,Opções e tratamentos para engravidar,Dicas para aumentar chances de gravidez,gpt-5.4-nano,resp_0382d0499a917a43006aa5e8fa727c87d28d70e62d88bd9d52,,,
106,64,"['comer', 'suco', 'comida', 'alimentar', 'introdução', 'meses', 'oferecer', 'carne', 'laranja', 'pediatra']",50,0e8683954354d0bdb7a9d9ae341bb1e33398d862c2720f8e0c98ac1cbda7f361,Introdução alimentar do bebê,Início da alimentação do bebê,Alimentação complementar na gestação e lactação,gpt-5.4-nano,resp_0186a583edd3c07c006aa5e8fc520087d2921c86cc223b9482,,,
107,73,"['engravidar', 'tentando', 'vocês', 'tentar', 'tentativas', 'contraceptivo', 'conseguir', 'você', 'todos', 'método']",50,c12256965945883f18aca419d9b2a0d56385140fdaf2824c97babe3594326413,Tentativas para engravidar e método contraceptivo,Conseguir engravidar após tentativas,Engravidar após uso de contraceptivo,gpt-5.4-nano,resp_0daa9d5ca5ff019a006aa5e8fd500487d29ec78de0d0e06314,,,
108,71,"['fértil', 'relação', 'período', 'ovulação', 'engravidar', 'relações', 'menstruação', 'sexual', 'aplicativo', 'dia']",50,864267295dee1e998cd6dd146b088a6bbf618b556f8a183593f81e23f919700f,Período fértil e risco de gravidez,Janela fértil e chance de engravidar,Ovulação e possibilidade de gravidez,gpt-5.4-nano,resp_0c1a1720abc32b4b006aa5e8fe825c87d2b68c700707824526,,,
109,63,"['exercícios', 'preparar', 'preparação', 'feitos', 'esses', 'exercício', 'devem', 'indicados', 'parto', 'para']",50,f3b2a52ed635e1ceec100e307cedca21720e25fd133ea9fbb2bcea45e3e54ab6,Exercícios para preparação do parto,Exercícios para se preparar para o parto,Exercícios na preparação para o parto,gpt-5.4-nano,resp_067105836ca4c61d006aa5e8ffa92887d2bd39b28580db7fdd,,,
110,53,"['contexto', 'gestação', 'segunda', 'evoluiu', 'toda', 'cuidou', 'enxoval', 'tudo', 'fala', 'tranquila']",50,dd91e6e82a06b78ab175c8ec9b2dfe20bc704e59c876970e95e2990adab99db6,Evolução da gestação e cuidados,Como está a gestação e cuidados,Evolução da gravidez e se cuidar,gpt-5.4-nano,resp_04508d9309595b19006aa5e900a4b087d2bb086c3d3d05a3aa,,,
111,55,"['diabetes', 'gestacional', 'glicemia', 'jejum', 'relacionado', 'glicose', 'controlada', 'controlar', 'insulina', 'gestante']",50,ee968f2b4213cbac6723bc4ea039b233f48c5d13022c735b37d5f6c17b68de6d,Diabetes gestacional e controle,Controle da diabetes gestacional,Glicemia na diabetes gestacional,gpt-5.4-nano,resp_0d732a909c180178006aa5e901a66487d2af64ca23820feb45,,,
112,45,"['pai', 'quem', 'estiver', 'mencionada', 'nessa', 'despercebida', 'participou', 'for', 'ela', 'caso']",45,2616613fcf5c44b2e7a04f193961dd784726a62729dd1ed66d255163b3bd7cd7,Identificação do pai na gravidez,Quem é o pai do bebê,Pai biológico da gravidez,gpt-5.4-nano,resp_0acc9d1471ba57f5006aa5e902a22c87d284464cc9418184bc,,,
113,42,"['ejaculação', 'calcinha', 'penetração', 'sêmen', 'proteção', 'relação', 'espermatozoides', 'engravidar', 'fértil', 'pênis']",42,6ab3a88866dd2f2b030375dcd4533395572afffa947c91bcbafb22f51a6c9f43,Chance de gravidez por relação sexual,Risco de engravidar em relação sem proteção,Engravidar por contato com sêmen e penetração,gpt-5.4-nano,resp_0a762ea7e56f5f35006aa5e903a3f887d29636dd1a86b10356,,,
114,58,"['urinária', 'pélvica', 'fisioterapia', 'vagina', 'incontinência', 'sonda', 'exercício', 'exercícios', 'espirrar', 'rir']",50,9fbe9d31f0f4cf052bef2e83b88c209b473e95969baa7e4f2d5916c279c4b230,Fisioterapia pélvica e incontinência,Exercícios do assoalho pélvico,Saúde do assoalho pélvico na gestação,gpt-5.4-nano,resp_0d9f3a09c9a0f28b006aa5e9051e7887d2ae0db8fa6277e330,,,
115,84,"['experiência', 'natural', 'parto', 'você', 'pretende', 'passar', 'normal', 'seu', 'luz', 'conseguiu']",50,5725b95d56cc2383b5938c4e1a2ddf9f8430c622a609055a349b777206882dfe,Experiência e planejamento do parto,Experiências e escolhas sobre o parto,Vivências e intenção de parto,gpt-5.4-nano,resp_0fef917f4d0ec8c7006aa5e906453887d28d55c1d4de7eec2a,,,
116,56,"['sintomas', 'esses', 'indicar', 'podem', 'descritos', 'junto', 'gravidez', 'atraso', 'menstrual', 'sensações']",50,b6b2fec0d85f87937c3deacf128c298be4b36e0624562ea7e74319a106ce4472,Sintomas e atraso menstrual gravidez,Sinais de gravidez e atraso menstrual,Indicação de gravidez por sintomas,gpt-5.4-nano,resp_0abc83b0c15be1f3006aa5e9075ca087d2863511c849903b3f,,,
117,69,"['gi', 'grávida', 'mostrar', 'zoro', 'está', 'quem', 'pai', 'trabalho', 'real', 'ela']",50,d39e49eda935025f92a5b97710e62864249452bd645c2ec8009836e9b0ac7ace,Gi está grávida e pai do bebê,Quem é o pai do bebê da Gi,A Gi está grávida de quem,gpt-5.4-nano,resp_04c6b1ecee144b8a006aa5e908a71487d2bd6fe760d5a9384c,,,
118,91,"['materno', 'leite', 'oferecer', 'paterno', 'geladeira', 'ficar', 'quanto', 'retirado', 'beber', 'armazenamento']",50,76ca8f7b57f93cce91212f0657ec043fadc91f789c4804397cbd091e7285fe76,Armazenamento e oferta de leite materno,Conservação e oferecimento do leite materno,Armazenar e oferecer leite materno,gpt-5.4-nano,resp_0b6de1c88e9006d9006aa5e909a1c887d286b96e178ba5134b,,,
119,57,"['mounjaro', 'enquanto', 'amamentando', 'alguma', 'amamentava', 'tirzepatida', 'tomando', 'percebeu', 'amamenta', 'usar']",50,da2a0d9ab8a8281f0560444e935e1b756c2e8f73d18eea473a1edd8699b11f9e,Uso de Mounjaro na amamentação,Tirzepatida durante a amamentação,Mounjaro enquanto amamenta,gpt-5.4-nano,resp_0ecf89c588f94e4f006aa5e90acea487d29c0b699d709eaad0,,,
120,50,"['linha', 'teste', 'fraca', 'farmácia', 'linhas', 'positivo', 'resultado', 'indica', 'traços', 'duas']",50,70da364763362a099a6c76c0f14cde71722f901c6ae20ae48585674ddeb29344,Resultado de teste de gravidez,Interpretação do teste de gravidez,Significado do resultado do teste,gpt-5.4-nano,resp_069fcb11162bc100006aa5e90c91fc87d2a8b2d0f5ee69a687,,,
121,69,"['lado', 'dormir', 'esquerdo', 'cima', 'mal', 'posição', 'baixo', 'barriga', 'gestante', 'direito']",50,7644b2b71a6f183ec7b0eba77760267196ae110ed4caab322e889e9a7ccaa4da,Posição para dormir na gestação,Lado e posição para dormir na gravidez,Recomendações de dormir durante a gravidez,gpt-5.4-nano,resp_09504f9095c4f0c3006aa5e90deaf087d2951aad7782b945a2,,,
122,62,"['revelação', 'chá', 'descobrir', 'vai', 'sexo', 'haver', 'será', 'fazer', 'fazem', 'vocês']",50,1973662dcb089320fb882a0bc6566cd8e27e3de399de5e994684332c351e69b7,Chá revelação do sexo do bebê,Fazer chá revelação para descobrir o sexo,Quando fazer chá revelação do bebê,gpt-5.4-nano,resp_080709b562becc04006aa5e90f3c7c87d2aefb6e1d759ae46d,,,
123,70,"['perdeu', 'kamylinha', 'engravidou', 'perder', 'camilinha', 'disse', 'descobriu', 'kamila', 'camila', 'estava']",50,cf975e0cc0771dc82e032111ff6bc85a3572729f6bb250428bd6b8bb850c0492,Gravidez perdida e descoberta,Perda gestacional e confirmação,Descoberta da gravidez e perda,gpt-5.4-nano,resp_04e97a1a0afe6ab7006aa5e9103afc87d28245f04f9ed035ef,,,
124,42,"['histerectomia', 'total', 'progesterona', 'fez', 'repor', 'retirou', 'útero', 'reposição', 'usar', 'precisa']",42,f3953c8789658d42d40c0799332b1f8eb6f488b1b1eebf31888f411bb8244306,Uso de progesterona após histerectomia,Reposição de progesterona após histerectomia,Progesterona na menopausa cirúrgica após histerectomia,gpt-5.4-nano,resp_02388222aa2cccdb006aa5e911468c87d2924d5cc19eee71f5,,,
125,47,"['urina', 'xixi', 'colocado', 'teste', 'caseiro', 'testes', 'cotonete', 'feito', 'feitos', 'comida']",47,fbb9318f0bb922027dd3637e7608b8daba3b9c16154fd7594097b3a20fda22c0,Testes de gravidez caseiros com urina,Como fazer teste de gravidez com urina,Teste de gravidez com urina e cotonete,gpt-5.4-nano,resp_021602c503116b8b006aa5e91297f887d29778f128be11f42a,,,
126,67,"['contrações', 'dilatação', 'doem', 'dor', 'parto', 'as', 'contração', 'cm', 'partos', 'sentir']",50,452169f947a09bec4bd30ce3340ebd9b7ccd856198856df894e080e13a360f80,Dor do trabalho de parto,Dor nas contrações e dilatação,Intensidade da dor no parto,gpt-5.4-nano,resp_08fee5956fbc7764006aa5e913aab887d28277b4d39130ba9a,,,
127,64,"['sonhar', 'significa', 'luz', 'dando', 'sonho', 'significar', 'fazia', 'mulher', 'que', 'mexendo']",50,b01f1d7489a4b743d281175cb944ffdb9ff58b6560b25ad53823c994030381fc,Sonhos com gravidez e parto,Interpretação de sonhos com gestação,Significado de sonhos de gravidez,gpt-5.4-nano,resp_08d378accfc7e728006aa5e914ba0487d2bc83b8bffc0d8b41,,,
128,44,"['pós', 'inchada', 'diástase', 'barriga', 'desinchar', 'enorme', 'parto', 'gordura', 'perna', 'parecer']",44,f8c5d4e90c8d617322d407a5376d2017b10b9acb1e27aa361e4a44ab6683c3d1,Desinchar barriga no pós-parto,Barriga inchada no pós-parto,Recuperação abdominal pós-parto,gpt-5.4-nano,resp_0e9686065f1e214b006aa5e915c67c87d2be4b649ca8d0d816,,,
129,54,"['estupro', 'caso', 'estuprada', 'cuidar', 'permitido', 'considerada', 'aborto', 'abuso', 'vítima', 'quer']",50,cbe2aa2b3c48e6ff517eb222385469620ba8b3cd1fe837f37e67e6202b6aad9a,Aborto em gravidez decorrente de estupro,Permissão do aborto após estupro,Interrupção da gestação por estupro,gpt-5.4-nano,resp_066a4c8f9e8dd45c006aa5e916d12487d2ba48f3f48039d122,,,
130,60,"['útero', 'ovários', 'progesterona', 'usar', 'tem', 'reposição', 'colo', 'precisa', 'via', 'mulher']",50,07396895138f0cb4a33eb6f3d6a30bf0472bfb53642e932da82683be09a983fc,Reposição de progesterona sem útero,Uso de progesterona sem útero,Progesterona na ausência de útero,gpt-5.4-nano,resp_0f5537a9f1614cb9006aa5e91808ac87d28709e2cffac0def5,,,
131,47,"['homens', 'engravidar', 'faz', 'sabem', 'ovodoação', 'conseguem', 'gerar', 'como', 'sozinhas', 'filhos']",47,47636243b4f1f64ec7bf448e567674465d91d8bde692e1c9ce5e1643f4ce24b9,Como engravidar e ter filhos,Como ficar grávida e ter bebê,Como ter uma gravidez e filhos,gpt-5.4-nano,resp_0864ae9f2b0c8d46006aa5e9195cc087d293e2acd5217b73b4,,,
132,86,"['menino', 'menina', 'acha', 'certeza', 'será', 'quis', 'dizer', 'ou', 'marcar', 'rosa']",50,542cd35783466e1307347a243b7be0c8afe6d5c00620429375375e6d0710d011,Definição do sexo do bebê,Se o bebê é menino ou menina,Certeza sobre o sexo do bebê,gpt-5.4-nano,resp_0059d11b827ce750006aa5e91ab3b087d2990ede237552e5e5,,,
133,69,"['baleia', 'filhote', 'amamentação', 'baleias', 'água', '100', 'mar', 'amamentam', 'filhotes', 'quilos']",50,b37fbf7523a66147ca1374dba5ac65abb2b2b675ff955962394ab714ff5bf921,Amamentação e saúde materna,Cuidados na amamentação materna,Amamentação da mãe e do bebê,gpt-5.4-nano,resp_07ac757096f3a64a006aa5e91bf16c87d28f651dc3fba9a838,,,
