comment_id,comentario,titulo,comentario_pai,perguntas,source_topic_id,source_topic_name,fine_topic_id,fine_topic_name
Ugyv8J_UeTJMfuqPNMB4AaABAg,Se eu já tiver dado entrada com meu advogado só porque eles não me dão retorno até hoje minha filha tem 2 meses eu posso estar fazendo entrada pelo INSS vocês sabem se dá algum recurso,Passo a passo de como solicitar o salário maternidade #inss #salariomaternidade #grávidas,,"Se eu já dei entrada no salário-maternidade com meu advogado e ainda não tive retorno, posso fazer o pedido pelo INSS mesmo com minha filha tendo 2 meses?",0,0_solicitar_auxílio_benefício_contribuiu,0,0_maternidade_salário_auxílio_direito
Ugyv8J_UeTJMfuqPNMB4AaABAg,Se eu já tiver dado entrada com meu advogado só porque eles não me dão retorno até hoje minha filha tem 2 meses eu posso estar fazendo entrada pelo INSS vocês sabem se dá algum recurso,Passo a passo de como solicitar o salário maternidade #inss #salariomaternidade #grávidas,,Existe algum recurso nesse caso?,11,11_vai passar_três vezes_tudo novo_psicológico,11,11_isso_nesse_caso_luvas
UgzF1_vIGQq7N5F-hHp4AaABAg,Três cesáreas 😅 depois da anestesia...eu conto ou vcs contam?,Parto Normal ou Cesárea: Qual é Mais Doloroso? Entenda a Diferença na Dor e Recuperação! #shorts,,A dor de três cesáreas aparece depois que a anestesia passa?,145,145_sente dor_pode relacionada_anestesia_livre,145,145_dói_anestesia_cesariana_cesáreas
UgwIISTfWYVX8XRZSLR4AaABAg,Dra posso usar botox no cabelo? Minha bebê tem 1 e 8 meses não aguento mais ficar sem passar nada no meu cabelo. Me ajude .,Quais ativos posso usar na minha pele amamentando? 🤔 #amamentacao #skincare #dermatologia,,"Posso usar botox no cabelo enquanto estou amamentando, com uma bebê de 1 ano e 8 meses?",-1,-1_ovulação_fazer teste_amamentando_posição,119,119_mounjaro_enquanto_amamentando_alguma
Ugw4HbRPj8e8fPqlJOp4AaABAg,É um menino ou uma menina,PRESENTEANDO UMA GRÁVIDA,,O bebê da gestante é um menino ou uma menina?,33,33_menina_bebê menino_esperando_sexo,33,33_menina_menino_será_tabela
Ugw-ARrjQpAB8OtXXAt4AaABAg,Sibosi menina seria clara ou marina,ESCOLHENDO O NOME DO BABY SE FOR MENINA 🩷 #paternidade #maternidade,,"Se for menina, o nome será Clara ou Marina?",4,4_nome bebê_lucas_maria_bebê melhor,4,4_nome_for_nomes_vocês
Ugz8CApdQpSJnuT09K94AaABAg,Mas e se for na mamadeira como faz?,NÃO SEGURE O BEBÊ ASSIM NA HORA DE AMAMENTAR,,Como devo segurar o bebê na hora de dar mamadeira?,10,10_sugar_recém_bebê existe_adequada,10,10_mamadeira_seringa_alimentar_dar
UgxptcoSAiqOf9zkwzZ4AaABAg,A Mia tem a linguinha presa ?😮,A MÃE DA MIA ESTÁ GRÁVIDA ? #gravidez #paidemenina #familia,,A Mia tem a língua presa?,86,86_irmão_vai ganhar_notícia_cuidar bebê,86,86_mia_irmã_irmão_cuidar
UgwCd24-f82LrZN04f54AaABAg,"Sou tentante a 1 ano e esses dias sangrei ""borra de café"" sujou o papel e depois não sangrei mais. ( 16 dias antes da menstruação). O que pode ser?",A COR da Sua MENSTRUAÇÃO Pode Indicar Algo Sério! Descubra o que significa!,,"O que pode ser um sangramento em cor de ""borra de café"" que aconteceu 16 dias antes da menstruação em uma mulher tentante há 1 ano?",-1,-1_ovulação_fazer teste_amamentando_posição,14,14_nidação_sangramento_menstruação_esse
UgyzpFs4x8AWclRfVDN4AaABAg,Dr. Você quer dizer medicação bio identical? Retenção de líquido sim já notei mais não sei se do estrogênio patch ou do progesterone 200ml. Agora. Existe diferença remédio convencional versus bio identical?,Progesterona: Como Escolher a Melhor Via e Maximizar os Benefícios - EP03 | Tipos de Reposição,,Você quis dizer medicação bioidêntica?,92,92_hospital_mencionada comentário_médico pode_duração,92,92_hospital_médico_tomou_consulta
UgyzpFs4x8AWclRfVDN4AaABAg,Dr. Você quer dizer medicação bio identical? Retenção de líquido sim já notei mais não sei se do estrogênio patch ou do progesterone 200ml. Agora. Existe diferença remédio convencional versus bio identical?,Progesterona: Como Escolher a Melhor Via e Maximizar os Benefícios - EP03 | Tipos de Reposição,,A retenção de líquido que notei pode ser causada pelo adesivo de estrogênio ou pela progesterona que estou usando?,2,2_100 mg_vaginal_200_hormônios,2,2_progesterona_via_oral_vaginal
UgyzpFs4x8AWclRfVDN4AaABAg,Dr. Você quer dizer medicação bio identical? Retenção de líquido sim já notei mais não sei se do estrogênio patch ou do progesterone 200ml. Agora. Existe diferença remédio convencional versus bio identical?,Progesterona: Como Escolher a Melhor Via e Maximizar os Benefícios - EP03 | Tipos de Reposição,,Existe diferença entre remédio convencional e bioidêntico?,-1,-1_ovulação_fazer teste_amamentando_posição,105,105_remédio_engravidar_existe_impedir
Ugz0ZhbTS-0YagKbQed4AaABAg.AOd1Xfxe_G7AOvGb6lrjo9,​.Gomes4078EAI o que deu,Quantos dias após a relação acontece a gravidez?,"Minha semana fértil acabou hoje ❤, tive relações um dia sim e um não, ansiosa pra fazer o teste 🥹🥹, primeira vez tentando ser mamãe",A tentativa de engravidar deu certo?,-1,-1_ovulação_fazer teste_amamentando_posição,11,11_isso_nesse_caso_luvas
UgyWDGmcg4Psuv-2CjV4AaABAg,"Olá, cristal 🌸 gostaria de saber... Paguei essa 1 contribuição. Segui seu passo a passo Mas paguei via boleto na lotérica. Será viável ? Tenho o comprovante. Mas como vou receber na prática ? Pq entro no INSS e não mostra essa minha contribuição. Aonde devo ir agora? Ou só aguardar o bebê nascer? Desde já agradeço muito sua resposta 😅🌸✨",Auxílio Maternidade para Gravidas 2025- Como Solicitar e Como Pagar a Guia Para ter Direito,,O pagamento da primeira contribuição via boleto na lotérica é válido para ter direito ao auxílio-maternidade?,0,0_solicitar_auxílio_benefício_contribuiu,0,0_maternidade_salário_auxílio_direito
UgyWDGmcg4Psuv-2CjV4AaABAg,"Olá, cristal 🌸 gostaria de saber... Paguei essa 1 contribuição. Segui seu passo a passo Mas paguei via boleto na lotérica. Será viável ? Tenho o comprovante. Mas como vou receber na prática ? Pq entro no INSS e não mostra essa minha contribuição. Aonde devo ir agora? Ou só aguardar o bebê nascer? Desde já agradeço muito sua resposta 😅🌸✨",Auxílio Maternidade para Gravidas 2025- Como Solicitar e Como Pagar a Guia Para ter Direito,,Como o auxílio-maternidade será recebido na prática e é preciso esperar o bebê nascer para dar andamento ao processo?,0,0_solicitar_auxílio_benefício_contribuiu,0,0_maternidade_salário_auxílio_direito
UgyWDGmcg4Psuv-2CjV4AaABAg,"Olá, cristal 🌸 gostaria de saber... Paguei essa 1 contribuição. Segui seu passo a passo Mas paguei via boleto na lotérica. Será viável ? Tenho o comprovante. Mas como vou receber na prática ? Pq entro no INSS e não mostra essa minha contribuição. Aonde devo ir agora? Ou só aguardar o bebê nascer? Desde já agradeço muito sua resposta 😅🌸✨",Auxílio Maternidade para Gravidas 2025- Como Solicitar e Como Pagar a Guia Para ter Direito,,"Se a contribuição paga não aparece no INSS, o que deve ser feito agora para solicitar o auxílio-maternidade?",0,0_solicitar_auxílio_benefício_contribuiu,0,0_maternidade_salário_auxílio_direito
Ugw-0KWa-Cw2wLAhCwJ4AaABAg,"Dr, e se eu e meu marido fizermos o estudo genético antes da gestação, eliminam-se riscos do bebê nascer com alguma anomalia? Pergunto pois é uma dúvida que tenho há anos...",GRAVIDEZ APÓS OS 35: A Verdade Sobre os Riscos (e as Vantagens que Ninguém te Conta),,"Se eu e meu marido fizermos um estudo genético antes da gestação, os riscos de o bebê nascer com alguma anomalia são eliminados?",-1,-1_ovulação_fazer teste_amamentando_posição,100,100_sexuais_relações_sexual_relação
Ugyooe4XXvyR06Ck-KF4AaABAg.AR26KnhBfzsASs8XfnI589,"Eu menstruei duas vezes no mês passado , dia 4 ficou 5 dias , o ciclo durou 25 dias desceu na quinta ficou até domingo , e na segunda estava com corrimento marrom que ficou até quarta de manhã, fiz o teste de tarde e deu negativo ,porém minha barriga sempr está inchada de noite fica maior , agora n sei oq está acontecendo me ajudem",ATENÇÃO: 5 Sinais de Gravidez que Aparecem ANTES do Atraso Menstrual (Não Ignore!),Menstruei duas vezes em novembro Agora em dezembro nada de descer e já acabando o mês nada Senti muita cólica mas nada ainda kkkk Fiz um exame de sangue mas deu negativo e me mandaram repetir o exame kkk Sinto cólicas bem leves e tô me sentindo bem inchada Mas nada de menstruar kkkk,"É possível estar grávida mesmo tendo menstruado duas vezes no mês passado, com teste de gravidez negativo, corrimento marrom e barriga inchada?",-1,-1_ovulação_fazer teste_amamentando_posição,35,35_estar_menstruação_menstruado_tendo
UgwkRb8Rtt2ytkSEaLZ4AaABAg,"Bom dia, Dr! Pq o tempo de relacionamento c o parceiro influencia? Seus posts são incríveis, parabéns!!",O que posso fazer para reduzir o risco de pré-eclâmpsia na gravidez? #drdiegoresponde,,Por que o tempo de relacionamento com o parceiro influencia o risco de pré-eclâmpsia na gravidez?,52,52_eclâmpsia_parceiro_pressão alta_pode afetar,52,52_eclâmpsia_pressão_pré_arterial
Ugya8JctHaKLSspJVvB4AaABAg,Como uma pessoa pode tirar este bebê com a mãe vai bordar. Com eles sobre,Encontro Mágico em 3D: Espermatozoide + Óvulo = Vida,,Como uma pessoa pode tirar esse bebê da mãe?,-1,-1_ovulação_fazer teste_amamentando_posição,102,102_clarinha_mãe_sabe_novo
UgzbOPu0-qTbRVYNeTR4AaABAg.ALuMLiZ_mqHALwXbs0f3O7,"​ o script pronto se o espermatozoide representa apenas os genes do pai? O pai só leva a parte genética dele, literalmente todo a formação acontece dentro da mãe. O espermatozóide *escolhido pelo óvulo* determina o sexo e a mistura dos genes ocorre dentro da mãe, e todo o resto da evolução do feto ocorre dentro da mãe, com nutrientes. O espermatozóide não é o bebê pronto. 🥲",Embrião 😱 #medicina #medico #enfermagem #enfermeiro #enfermeira Vida Gestacional e Fetal,"O corpo da mulher é tão incrível 🥹♥️ gerar um serzinho desse mds, q obra linda ❤",O espermatozoide representa apenas os genes do pai?,24,24_vida_considerado_mostrado vídeo_desenvolvimento bebê,24,24_embrião_feto_vida_considerado
UgzmF1uYo5E487sn0oN4AaABAg.AOJemqT1rWfAOMMpjwBcav,Vc chegou a fazer ultrassom com Doppler nas últimas semanas?,GRAVIDEZ APÓS OS 35: A Verdade Sobre os Riscos (e as Vantagens que Ninguém te Conta),"Dr estava grávida de 36 semanas, minha neném nasceu sem batimento cardíaco, tenho 35 anos, minha gestação td bem, sem nenhuma alteração (diabetes, pressão alta) tomei vacina da bronquiolite com 31 semanas, o senhor acha que pode ser um caso de trombofilia? Ainda estamos aguardando a biópsia.",A gestante fez ultrassom com Doppler nas últimas semanas da gravidez?,12,12_saco gestacional_ultrassonografia_transvaginal_possível ver,12,12_ultrassom_natal_ultrassonografia_saco
UgxTMcRyp0ywIMmypz54AaABAg.AIOJRGB1pF0ATHjun40mkl,"As vezes, funciona. A sua quebrou?",Essa BOMBA tem um segredo para funcionar. E eu vou te mostrar!,Eu vendo esse vídeo depois de ter esterelizado 🤡😂,A sua bomba quebrou?,104,104_bombinha_sucção_tempo devo_permite,104,104_bombinha_elétrica_bomba_carregada
Ugy5LZl2FZL9GM_-anl4AaABAg,"Por favor, fala sobre as indicações absolutas de cesária, vou amar❤",5 coisas que TODA gestante deveria saber (mas a maioria ignora!),,Quais são as indicações absolutas de cesárea?,19,19_parto cesárea_decisão_normal cesariana_escolha,19,19_cesárea_cesariana_indicações_parto
UgxqS7_OjVkZQ_juB9R4AaABAg.AKbEV8dQoz7ATnOBsQshYf,Precisa tratar de igual forma tá bem?,"Após a histerectomia total ou parcial, é comum sentir:   – Inchaço abdominal que não passa - possíve","E a pessoa que não teve filhos, tem 60 anos e ja tem escape😢","Uma mulher de 60 anos, que não teve filhos e tem escape, precisa de tratamento da mesma forma?",-1,-1_ovulação_fazer teste_amamentando_posição,64,64_filhos_condições_mundo_filho
UgxROsDRW9uLYfTKtC14AaABAg,Eu estou grávida não aguento mas tá cuspindo,Por que a grávida saliva tanto? 🤰🏻 #clínicamavie #saúdedamulher #maternidade #prénatal #gravidez,,É normal cuspir muito durante a gravidez?,40,40_início gravidez_normal sentir_dor pé_sentir dores,40,40_sentir_enjoos_enjoo_normal
UgwL4oz1LjR7NPPpMWB4AaABAg,No seu primeiro vídeo você falou que você não ia ter outra filha e aí e a Olívia,TEMOS A DATA QUE A OLÍVIA VAI NASCER 😭🩷 #paidemenina #gravidez #portugal,,"No primeiro vídeo, você tinha dito que não ia ter outra filha; o que aconteceu em relação à Olívia?",-1,-1_ovulação_fazer teste_amamentando_posição,123,123_perdeu_kamylinha_engravidou_perder
Ugzo9qy0BDrxajDdORR4AaABAg.AJ2c2eoO95nAJWJXMub5ih,"Perai, como assim? Acho que você confundiu a dor de parto com a dor de cólica amiga ;-;",Simulando a Dor do Parto 😂🤡#medicina #medico #enfermagem #enfermeira #gestante #gestação Contrações,A mulher nem sentindo dor porque praticamente sente essas dores todos os meses 💪👌,A dor do parto é diferente da dor de cólica menstrual?,36,36_analgesia_algumas mulheres_parto parto_reduzir,36,36_dor_analgesia_parto_mulheres
UgyIW21L2y9VEk0bZCZ4AaABAg,faz um vídeo vc falando do seu corpo quais foram as mudanças durante a gravidez ❤❤❤❤❤,"Minha mala maternidade, tudo que vou levar pra ter bebê no SUS - terceira gestação/ Luh Martins",,Quais foram as mudanças no seu corpo durante a gravidez?,-1,-1_ovulação_fazer teste_amamentando_posição,96,96_estrias_óleo_melasma_cicatricure
UgwToeDJTyuSBCy7uS14AaABAg,dr é normal menstruar fazendo repozição de hirmonio? parei de menstruar a 7 anos,Progesterona: Como Escolher a Melhor Via e Maximizar os Benefícios - EP03 | Tipos de Reposição,,"É normal menstruar durante a reposição hormonal, após 7 anos sem menstruar?",-1,-1_ovulação_fazer teste_amamentando_posição,84,84_menopausa_hormonal_anos_reposição
UgxGEhx3ufPGtn9ul6F4AaABAg,E quando o bebe nunca pegou chupeta?,É verdade que o bebê FAZ MEU PEITO DE CHUPETA?👀🍼,,O que acontece quando o bebê nunca usa chupeta?,10,10_sugar_recém_bebê existe_adequada,10,10_mamadeira_seringa_alimentar_dar
UgxmAdwEiuJ9t_tp2x54AaABAg.AKrZtMZL_3AAKvWdHoMh45,​ é você queria ser mãe??,"""Como o DIU é colocado”","Eu não preciso, posso transar o século inteiro sem ter filho😢",Você queria ser mãe?,-1,-1_ovulação_fazer teste_amamentando_posição,75,75_nasceu_matar_bem_criança
UgwFgWh8xyVSBsAMMn54AaABAg.AMAFBVcUK6hAMpoQDwbceX,"MEU BEBE QUANDO TIVE ELE NÃO MAMOU TOMAVA NA SERINGA ASSIM, PORÉM MINHA IRMÃ IA DE 1 EM 1 HORA PARA ELE TOMAR ESSE LEITE, É AS ENFERMEIRAS QUERIA DAR LEITE A ELE DE 3 EM 3 HORAS... UM CERTO DIA ELE CHOROU CHOROU NÃO PARAVA COM FOME, MINHA IRMÃO FOI ELAS NÃO QUISERAM DAR... ME LEVANTEI DA CAMA DE RESGUARDO CESSÁRIA FUI ATÉ ELAS É FALEI,VCS ESTÃO AQUI PARA TRABALHAR DA MESMA FORMA QUE VIM AQUI NESSA MATERNIDADE TER MEU FILHO,NEM EU NEM VCS É MELHOR DOQUE NENHUMA DE NOIS, MEU FILHO CHORAR SEM PARAR JÁ FAZIA 1 HORA DE RELÓGIO ISSO😢É VCS AINDA NÃO QUEREM DAR LEITE A ELE?QUAL O PROBLEMA DE VCS?🤦‍♀️ SE ACONTECER O PIOR COM MEU FILHO COM FOME,PORQUE VCS TEM A MODINHA DE DAR DE COMER O LACTENTE DE 3 EM 3 HORAS.... TODAS VCS VÃO SER PROCESSADAS ... MEU BÊBE TAVA RÔCO FRAQUINHO DE TANTO CHORAR COM FOME... DAI PELO OS 3 DIAS QUE FIQUEI LÁ... TODAS AS VEZES ELAS DAVAM DE 1 EM 1:30 HORA LEITE A ELE! CHAMAVAM MINHA IRMÃ DE CHATA ,OLHA SÓ VCS VENDO! QUERO DIZER NESSA MSN QUE NEM TODOS OS PROFISSIONAIS ESTÃO CORRETOS NO QUE FAZEM🙄 ENTÃO OS RESPONSAVÉIS PRESTAR ATENÇÃO NO QUE ESTÁ ACONTECENDO QUANDO SE ESTÁ EM HOSPITAL! PORQUE EU NÃO DEIXO A VIDA DE NENHUMA PESSOA QUE AMO NAS MÃOS DE NINGUÉM, PORQUE CASOS MUITOS CASOS ACONTECEM! ESSE VIDEO NÃO GOSTEI,O BEBE ENGULIU RÁPIDO🤦‍♀️FICOU SEM AR😢É AINDA EMPURROU MAIS NO FINAL PARA ELE TOMAR TADINHO😢SENDO,CHEGANDO ATÉ A EXPULSAR OQUE ESTAVA NA BOCA😢 HÁ NÃO! OXE... NÃO TEM AMOR É CUIDADO É SÓ NÃO TRABALHAR NESSA PROFISSÃO🤦‍♀️😕 Obs:ELAS TB DAVAM ASSIM AO MEU FILHO... EU RECLAMEI É UMA DELAS COMEÇOU A DAR COM CALMA É CUIDADO! É AS OUTRAS NEM CHEGAVAM PERTO PORQUE ME ACHAVAM CHATA,SÓ UMA LÁ QUE FICOU DANDO LEITE A ELE,MAIS EU FICAVA SEMPRE PERTO OBSERVANDO, SÓ NÃO DAVA PORQUE ELA NÃO DEIXAVA É USAVA LUVAS TB TODAS ELAS É O CORRETO!",Como ele fez isso? #bebe #uti #enfermagem  #rubervalpg,"Faço muito isso na UCI Canguru, onde trabalho. É maravilhoso quando eles sugam sozinho. Temos que ter muita paciência, dedicação e profissionalismo pra ofertar na seringa. Apenas profissionais são recomendado a fazer isso. E o mais importante é sempre manusear com luvas, o bebê de uma UTI na incubadora. Evitar contaminação para o bebê.","É correto oferecer leite ao bebê apenas de 3 em 3 horas na maternidade, mesmo quando ele chora de fome?",-1,-1_ovulação_fazer teste_amamentando_posição,10,10_mamadeira_seringa_alimentar_dar
UgwFgWh8xyVSBsAMMn54AaABAg.AMAFBVcUK6hAMpoQDwbceX,"MEU BEBE QUANDO TIVE ELE NÃO MAMOU TOMAVA NA SERINGA ASSIM, PORÉM MINHA IRMÃ IA DE 1 EM 1 HORA PARA ELE TOMAR ESSE LEITE, É AS ENFERMEIRAS QUERIA DAR LEITE A ELE DE 3 EM 3 HORAS... UM CERTO DIA ELE CHOROU CHOROU NÃO PARAVA COM FOME, MINHA IRMÃO FOI ELAS NÃO QUISERAM DAR... ME LEVANTEI DA CAMA DE RESGUARDO CESSÁRIA FUI ATÉ ELAS É FALEI,VCS ESTÃO AQUI PARA TRABALHAR DA MESMA FORMA QUE VIM AQUI NESSA MATERNIDADE TER MEU FILHO,NEM EU NEM VCS É MELHOR DOQUE NENHUMA DE NOIS, MEU FILHO CHORAR SEM PARAR JÁ FAZIA 1 HORA DE RELÓGIO ISSO😢É VCS AINDA NÃO QUEREM DAR LEITE A ELE?QUAL O PROBLEMA DE VCS?🤦‍♀️ SE ACONTECER O PIOR COM MEU FILHO COM FOME,PORQUE VCS TEM A MODINHA DE DAR DE COMER O LACTENTE DE 3 EM 3 HORAS.... TODAS VCS VÃO SER PROCESSADAS ... MEU BÊBE TAVA RÔCO FRAQUINHO DE TANTO CHORAR COM FOME... DAI PELO OS 3 DIAS QUE FIQUEI LÁ... TODAS AS VEZES ELAS DAVAM DE 1 EM 1:30 HORA LEITE A ELE! CHAMAVAM MINHA IRMÃ DE CHATA ,OLHA SÓ VCS VENDO! QUERO DIZER NESSA MSN QUE NEM TODOS OS PROFISSIONAIS ESTÃO CORRETOS NO QUE FAZEM🙄 ENTÃO OS RESPONSAVÉIS PRESTAR ATENÇÃO NO QUE ESTÁ ACONTECENDO QUANDO SE ESTÁ EM HOSPITAL! PORQUE EU NÃO DEIXO A VIDA DE NENHUMA PESSOA QUE AMO NAS MÃOS DE NINGUÉM, PORQUE CASOS MUITOS CASOS ACONTECEM! ESSE VIDEO NÃO GOSTEI,O BEBE ENGULIU RÁPIDO🤦‍♀️FICOU SEM AR😢É AINDA EMPURROU MAIS NO FINAL PARA ELE TOMAR TADINHO😢SENDO,CHEGANDO ATÉ A EXPULSAR OQUE ESTAVA NA BOCA😢 HÁ NÃO! OXE... NÃO TEM AMOR É CUIDADO É SÓ NÃO TRABALHAR NESSA PROFISSÃO🤦‍♀️😕 Obs:ELAS TB DAVAM ASSIM AO MEU FILHO... EU RECLAMEI É UMA DELAS COMEÇOU A DAR COM CALMA É CUIDADO! É AS OUTRAS NEM CHEGAVAM PERTO PORQUE ME ACHAVAM CHATA,SÓ UMA LÁ QUE FICOU DANDO LEITE A ELE,MAIS EU FICAVA SEMPRE PERTO OBSERVANDO, SÓ NÃO DAVA PORQUE ELA NÃO DEIXAVA É USAVA LUVAS TB TODAS ELAS É O CORRETO!",Como ele fez isso? #bebe #uti #enfermagem  #rubervalpg,"Faço muito isso na UCI Canguru, onde trabalho. É maravilhoso quando eles sugam sozinho. Temos que ter muita paciência, dedicação e profissionalismo pra ofertar na seringa. Apenas profissionais são recomendado a fazer isso. E o mais importante é sempre manusear com luvas, o bebê de uma UTI na incubadora. Evitar contaminação para o bebê.",É normal o bebê engolir rápido e ficar sem ar ao tomar leite na seringa?,-1,-1_ovulação_fazer teste_amamentando_posição,10,10_mamadeira_seringa_alimentar_dar
UgyOtpqqdXUd-p5Gl6d4AaABAg,"Boa noite, que legal saber de tudo isso, estou grávida e hoje fiz a ultrassom e como ele está muito pequeno não deu pra vê tudo certinho, somente a visícula. Estou ansiosa pra conseguir escutar o coraçãozinho dele ou dela batendo 💓",Veja como é o desenvolvimento do bebê dentro da barriga.  #curiosidades #mulher #maternidade,,Quando é possível escutar o coração do bebê batendo na gravidez?,98,98_batimentos_coração_minuto_13 semanas,98,98_coração_ouvir_batimentos_doppler
UgxqjSvJQB8oJ-N08U54AaABAg,Qual é o problema de uma grávida beber?,Pov: aquela mãe tóxica do teu namorado anuncia a gravidez no teu chá revelação #brunabierhals,,Qual é o problema de uma grávida beber?,-1,-1_ovulação_fazer teste_amamentando_posição,118,118_materno_leite_oferecer_paterno
UgzfiHyefqU31P9dfSJ4AaABAg,"Sem saber já recebi por advogados duas vezes trabalhei até janeiro de 2023 e em seguida engravidei perdi meu filho 😢e mesmo assim recebi e depois engravidei de novo novamente graças a Deus recebi esse benefício com ajuda do advogados, e agora novamente estou grávida será que consigo receber novamente???? pelo que trabalhei até 2023 fiquei registrada 13 anos",Auxílio Maternidade para Gravidas 2025- Como Solicitar e Como Pagar a Guia Para ter Direito,,"Tenho direito ao auxílio-maternidade novamente nesta gravidez, considerando que trabalhei registrada por 13 anos até janeiro de 2023?",0,0_solicitar_auxílio_benefício_contribuiu,0,0_maternidade_salário_auxílio_direito
UgwSByPihGdbu321AlZ4AaABAg,Vcs ja perceberam que quase todas a meninas que tava grávida da tuma do htalo perde o bebê misericórdia,kamylinha luto bebe arco-íris 🌈😭💔,,Vocês já perceberam que quase todas as meninas que estavam grávidas da turma do Htalo perderam o bebê?,-1,-1_ovulação_fazer teste_amamentando_posição,74,74_estrela_filhotes_dos_pai
UgzER459MR3AYiV4Dst4AaABAg,A KAT TA GRAVIDA(???????🤨🤨🤨🤩🤩,REAGI AO PARTO DO DAVI *emocionei,,A Kat está grávida?,34,34_grávida novamente_ter menina_grávida verdade_tudo novo,34,34_katlen_ketlin_kat_ket
Ugw9_dCXgSwDjTfptXZ4AaABAg,"Eu fiquei 3 dias exatos com um sangue amarronzado e pronto, o sangue marrom foi embora e o sangue vivo sequer veio, e faltava 2 dias pra minha menstruação vir, porém ela não veio",PRIMEIRO MÊS DE GRAVIDEZ | Semana a Semana - Sintomas e Desenvolvimento do Bebê | Dr Diego Di Marco,,"Um sangramento amarronzado por 3 dias, sem sangramento vivo, com a menstruação atrasada em 2 dias, pode indicar gravidez?",81,81_sangramento rosado_marrom_gravidez sangramento_gravidez atraso,81,81_rosado_sangramento_marrom_pequeno
Ugw9_dCXgSwDjTfptXZ4AaABAg,"Eu fiquei 3 dias exatos com um sangue amarronzado e pronto, o sangue marrom foi embora e o sangue vivo sequer veio, e faltava 2 dias pra minha menstruação vir, porém ela não veio",PRIMEIRO MÊS DE GRAVIDEZ | Semana a Semana - Sintomas e Desenvolvimento do Bebê | Dr Diego Di Marco,,É normal a menstruação não vir depois de um sangramento marrom de 3 dias?,9,9_normal menstruação_menstruação descer_irregular_menstruação vir,9,9_menstruação_menstruar_menstrual_descer
UgxhstUX1jBVqkly5Ll4AaABAg,Quantos dias do mês devemos usar a progesterona?,Progesterona: Como Escolher a Melhor Via e Maximizar os Benefícios - EP03 | Tipos de Reposição,,Por quantos dias do mês a progesterona deve ser usada?,2,2_100 mg_vaginal_200_hormônios,2,2_progesterona_via_oral_vaginal
UgwBrRuX7tuKqb8ND4d4AaABAg,27 de janeiro um dia antes do meu aniversário vai que é no mesmo dia do meu aniversário?😊,TEMOS A DATA QUE A OLÍVIA VAI NASCER 😭🩷 #paidemenina #gravidez #portugal,,A bebê pode nascer no mesmo dia do meu aniversário?,5,5_aniversário_janeiro_nascimento bebê_dia 28,5,5_nascer_fevereiro_dia_vai
UgyyC79LKPuxXZ-yDXl4AaABAg,"Gente imagina vem a criança e pergunta ""o como fazer pra ter um filho"" Scrr",A MIA QUER UM IRMÃO (A) 👶🏻🤰#gravidez #familia #paidemenina #portugal,,Como fazer para ter um filho?,-1,-1_ovulação_fazer teste_amamentando_posição,46,46_filho_outro_vocês_vão
Ugyhsp0AMZ6K9XQ9WaR4AaABAg.AFz0riUZGdMAG1krbdTRlh,Perdeu o tampão né??!​,Tampão e Bolsa Estourada: O Que Acontece Antes do Parto,O meu tampão saiu e depois de 18 horas minha filha nasceu ❤,A gestante perdeu o tampão antes do parto?,-1,-1_ovulação_fazer teste_amamentando_posição,123,123_perdeu_kamylinha_engravidou_perder
Ugy8FoVH8UVRAEb46HV4AaABAg.AM-bxMFWgFCATwydZgtSAP,"A vacina da COV1D já tem 4 anos, e você ainda tem esses questionamentos? Ela já vem sendo aprimorada há anos.",2025: Vacina para Bronquiolite em Gestantes: O Que Você Precisa Saber,Essa vacina foi devidamente testada? Porque a da COVID não foi e causou diversos problemas que o governo impede de divulgar.,A vacina da COVID já tem quatro anos e ainda existem questionamentos sobre ela?,16,16_contra_vacinas_intervalo_primeiros dias,16,16_vacina_bronquiolite_contra_abrysvo
UgxlwnMShRs1eKGFqYJ4AaABAg,Tadinho! Estava claramente incomodado quase engasgando com essa velocidade colocada na seringa! É um bebê!!! Por quê não acpertar devagar o êmbolo! Judiação!,Como ele fez isso? #bebe #uti #enfermagem  #rubervalpg,,Por que não apertaram o êmbolo da seringa devagar para não incomodar o bebê?,10,10_sugar_recém_bebê existe_adequada,10,10_mamadeira_seringa_alimentar_dar
Ugy42i8mZLcBWll5gzl4AaABAg,"Será que é somente eu que sinto uma agonia na hora de fazer essa massagem,da até uma sensação de desmaio. Não consegui realizar a massagem,mesmo ela estar afundando e com muita dor,4 meses e meio pós parto 😢",Essa massagem na cesárea faz sua barriga voltar mais rápido!,,"É normal sentir agonia e até sensação de desmaio ao fazer essa massagem na barriga depois de uma cesárea, aos quatro meses e meio de pós-parto?",13,13_após cesárea_pontos_cesárea pode_meses após,13,13_cesárea_cicatriz_seroma_após
UgwVOKy5FbF4so1fO9l4AaABAg,Será que é possível?,EXCLUSIVO: VEJA O QUE UM BEBÊ DE 4 MESES FAZ NA BARRIGA DA MAE! #baby #maternidade #paternidade,,É possível que um bebê de 4 meses faça isso na barriga da mãe?,32,32_criança ano_meses ainda_adultos_barriga mãe,32,32_creche_criança_meses_palavras
UgwH5F3nF0t3n5CaW2Z4AaABAg,Quem é o pai,A ESTRELA TÁ GRÁVIDA DE 5 FILHOTES *Ganhamos novos Pets?,,Quem é o pai dos filhotes da Estrela?,74,74_ficou grávida_cinco_meninos_descobriram,74,74_estrela_filhotes_dos_pai
